"Supplementary Table S10. Read-level sensitivity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT72571,0.000,0.000,0.000,0.295,0.064,0.425,0.690
MAG-GUT72585,0.000,0.000,0.000,0.289,0.071,0.417,0.666
MAG-GUT72738,0.000,0.000,0.000,0.071,0.004,0.142,0.374
MAG-GUT7278,0.000,0.000,0.000,0.023,0.005,0.128,0.495
MAG-GUT72832,0.000,0.000,0.000,0.125,0.018,0.188,0.360
MAG-GUT72841,0.000,0.000,0.000,0.138,0.024,0.212,0.396
MAG-GUT7285,0.000,0.000,0.000,0.111,0.012,0.250,0.479
MAG-GUT7291,0.000,0.000,0.001,0.058,0.018,0.172,0.392
MAG-GUT72929,0.000,0.000,0.000,0.012,0.002,0.029,0.261
MAG-GUT73018,0.000,0.000,0.000,0.064,0.007,0.142,0.379
MAG-GUT73024,0.000,0.000,0.000,0.136,0.020,0.200,0.372
MAG-GUT73031,0.000,0.000,0.000,0.071,0.006,0.157,0.421
MAG-GUT73157,0.000,0.000,0.000,0.003,0.000,0.034,0.222
MAG-GUT73278,0.000,0.000,0.000,0.006,0.001,0.034,0.290
MAG-GUT7328,0.000,0.002,0.018,0.318,0.125,0.449,0.614
MAG-GUT73298,0.000,0.000,0.001,0.006,0.000,0.034,0.281
MAG-GUT73376,0.000,0.000,0.001,0.046,0.005,0.127,0.414
MAG-GUT73407,0.000,0.000,0.000,0.003,0.000,0.031,0.325
MAG-GUT73422,0.000,0.000,0.000,0.003,0.000,0.027,0.239
MAG-GUT73491,0.000,0.000,0.000,0.024,0.009,0.052,0.269
MAG-GUT73497,0.000,0.000,0.000,0.005,0.000,0.034,0.295
MAG-GUT73734,0.000,0.000,0.000,0.137,0.021,0.205,0.402
MAG-GUT73749,0.000,0.000,0.003,0.051,0.004,0.133,0.425
MAG-GUT73804,0.000,0.000,0.002,0.047,0.005,0.133,0.429
MAG-GUT73847,0.000,0.000,0.001,0.456,0.476,0.745,0.885
MAG-GUT73862,0.000,0.000,0.000,0.161,0.041,0.338,0.626
MAG-GUT73909,0.000,0.000,0.000,0.140,0.023,0.199,0.391
MAG-GUT73910,0.000,0.000,0.000,0.138,0.024,0.203,0.388
MAG-GUT73961,0.000,0.000,0.000,0.006,0.001,0.034,0.284
MAG-GUT73962,0.000,0.000,0.000,0.036,0.010,0.139,0.437
MAG-GUT73967,0.000,0.000,0.000,0.035,0.000,0.119,0.489
MAG-GUT73968,0.000,0.000,0.000,0.009,0.001,0.042,0.345
MAG-GUT73992,0.000,0.000,0.000,0.005,0.000,0.029,0.267
MAG-GUT74023,0.000,0.000,0.000,0.004,0.000,0.036,0.284
MAG-GUT74028,0.000,0.000,0.000,0.040,0.010,0.142,0.437
MAG-GUT74183,0.000,0.000,0.001,0.469,0.486,0.758,0.910
MAG-GUT74302,0.000,0.000,0.000,0.242,0.039,0.452,0.640
MAG-GUT74311,0.000,0.000,0.000,0.019,0.000,0.109,0.423
MAG-GUT74323,0.000,0.000,0.000,0.257,0.041,0.467,0.669
MAG-GUT74324,0.000,0.000,0.000,0.065,0.003,0.257,0.611
MAG-GUT74329,0.000,0.000,0.000,0.073,0.003,0.182,0.613
MAG-GUT74335,0.000,0.000,0.000,0.240,0.040,0.442,0.635
MAG-GUT74347,0.000,0.000,0.000,0.060,0.003,0.251,0.613
MAG-GUT74380,0.000,0.000,0.000,0.068,0.003,0.175,0.623
MAG-GUT74415,0.000,0.000,0.000,0.018,0.000,0.072,0.403
MAG-GUT74428,0.000,0.000,0.000,0.297,0.093,0.475,0.795
MAG-GUT74507,0.000,0.000,0.000,0.303,0.094,0.476,0.799
MAG-GUT74526,0.000,0.000,0.000,0.019,0.000,0.075,0.399
MAG-GUT74537,0.000,0.000,0.000,0.049,0.005,0.102,0.279
MAG-GUT74541,0.000,0.000,0.000,0.001,0.000,0.009,0.236
MAG-GUT74585,0.000,0.000,0.000,0.311,0.093,0.477,0.794
MAG-GUT74622,0.000,0.001,0.005,0.181,0.057,0.263,0.425
MAG-GUT74662,0.000,0.000,0.002,0.079,0.012,0.205,0.618
MAG-GUT74669,0.000,0.000,0.000,0.002,0.000,0.011,0.175
MAG-GUT74675,0.000,0.001,0.028,0.143,0.074,0.257,0.471
MAG-GUT74686,0.000,0.002,0.016,0.326,0.105,0.542,0.782
MAG-GUT74695,0.000,0.000,0.000,0.198,0.014,0.376,0.679
MAG-GUT74889,0.000,0.000,0.002,0.047,0.006,0.129,0.412
MAG-GUT74895,0.000,0.000,0.002,0.044,0.004,0.117,0.388
MAG-GUT74916,0.000,0.000,0.000,0.088,0.010,0.230,0.680
MAG-GUT74962,0.000,0.000,0.000,0.003,0.000,0.034,0.325
MAG-GUT74997,0.000,0.000,0.000,0.001,0.000,0.017,0.340
MAG-GUT75018,0.000,0.000,0.000,0.337,0.104,0.529,0.878
MAG-GUT75060,0.000,0.000,0.000,0.006,0.001,0.035,0.212
MAG-GUT75063,0.000,0.000,0.000,0.351,0.114,0.537,0.886
MAG-GUT75133,0.000,0.000,0.000,0.344,0.112,0.542,0.882
MAG-GUT75402,0.000,0.000,0.000,0.066,0.003,0.181,0.620
MAG-GUT7540,0.000,0.000,0.000,0.005,0.001,0.034,0.302
MAG-GUT75430,0.000,0.000,0.000,0.065,0.003,0.181,0.612
MAG-GUT7546,0.000,0.000,0.002,0.268,0.145,0.480,0.749
MAG-GUT75471,0.000,0.000,0.000,0.027,0.000,0.095,0.382
MAG-GUT75478,0.000,0.000,0.000,0.256,0.045,0.474,0.672
MAG-GUT75522,0.000,0.000,0.000,0.070,0.002,0.181,0.628
MAG-GUT75577,0.000,0.000,0.000,0.008,0.000,0.036,0.224
MAG-GUT7559,0.000,0.000,0.000,0.007,0.000,0.045,0.353
MAG-GUT75631,0.000,0.000,0.000,0.008,0.000,0.049,0.378
MAG-GUT7565,0.000,0.000,0.001,0.010,0.002,0.043,0.315
MAG-GUT75677,0.000,0.000,0.000,0.005,0.000,0.035,0.223
MAG-GUT7570,0.000,0.000,0.000,0.010,0.002,0.039,0.296
MAG-GUT75788,0.000,0.002,0.005,0.277,0.109,0.491,0.720
MAG-GUT75820,0.000,0.003,0.005,0.278,0.110,0.491,0.720
MAG-GUT75834,0.000,0.003,0.005,0.283,0.108,0.494,0.720
MAG-GUT75928,0.000,0.000,0.000,0.357,0.115,0.539,0.883
MAG-GUT7598,0.000,0.000,0.000,0.028,0.001,0.094,0.456
MAG-GUT76034,0.000,0.000,0.000,0.086,0.009,0.158,0.373
MAG-GUT76112,0.000,0.000,0.000,0.005,0.000,0.034,0.287
MAG-GUT761,0.000,0.000,0.000,0.011,0.001,0.029,0.265
MAG-GUT76200,0.000,0.000,0.000,0.068,0.006,0.142,0.381
MAG-GUT76377,0.000,0.000,0.001,0.049,0.006,0.124,0.402
MAG-GUT76426,0.000,0.000,0.000,0.042,0.006,0.077,0.197
MAG-GUT76486,0.000,0.000,0.002,0.466,0.484,0.754,0.911
MAG-GUT76518,0.000,0.000,0.000,0.159,0.036,0.343,0.646
MAG-GUT76530,0.000,0.000,0.001,0.464,0.484,0.757,0.905
MAG-GUT7654,0.000,0.000,0.001,0.219,0.038,0.294,0.597
MAG-GUT76573,0.000,0.000,0.000,0.003,0.000,0.031,0.285
MAG-GUT76584,0.000,0.000,0.000,0.002,0.000,0.022,0.234
MAG-GUT76659,0.000,0.003,0.013,0.167,0.036,0.249,0.407
MAG-GUT7675,0.000,0.000,0.000,0.005,0.000,0.036,0.305
MAG-GUT76906,0.000,0.000,0.000,0.258,0.042,0.473,0.677
MAG-GUT76950,0.000,0.000,0.000,0.005,0.000,0.033,0.272
MAG-GUT76981,0.000,0.000,0.000,0.260,0.040,0.480,0.687
MAG-GUT76988,0.000,0.000,0.000,0.260,0.046,0.476,0.696
MAG-GUT76995,0.000,0.000,0.000,0.254,0.043,0.474,0.681
MAG-GUT77004,0.000,0.000,0.000,0.257,0.042,0.475,0.678
MAG-GUT7701,0.000,0.000,0.001,0.030,0.000,0.100,0.480
MAG-GUT77026,0.000,0.000,0.000,0.006,0.000,0.034,0.290
MAG-GUT7719,0.000,0.000,0.001,0.006,0.001,0.033,0.298
MAG-GUT7728,0.000,0.000,0.000,0.168,0.031,0.258,0.553
MAG-GUT7733,0.000,0.000,0.000,0.007,0.000,0.041,0.316
MAG-GUT77348,0.000,0.000,0.000,0.139,0.023,0.206,0.390
MAG-GUT77357,0.000,0.000,0.000,0.144,0.024,0.212,0.401
MAG-GUT77371,0.000,0.000,0.000,0.140,0.022,0.202,0.391
MAG-GUT77386,0.000,0.000,0.000,0.033,0.002,0.119,0.397
MAG-GUT77389,0.000,0.000,0.000,0.135,0.023,0.197,0.395
MAG-GUT77408,0.000,0.000,0.000,0.001,0.000,0.020,0.366
MAG-GUT7746,0.000,0.000,0.001,0.191,0.033,0.264,0.544
MAG-GUT77471,0.000,0.000,0.001,0.482,0.495,0.772,0.903
MAG-GUT7749,0.000,0.000,0.000,0.005,0.000,0.042,0.363
MAG-GUT77514,0.000,0.001,0.008,0.257,0.086,0.500,0.739
MAG-GUT7751,0.000,0.000,0.000,0.119,0.052,0.303,0.507
MAG-GUT77526,0.000,0.001,0.008,0.247,0.084,0.503,0.738
MAG-GUT77563,0.000,0.000,0.000,0.033,0.000,0.123,0.499
MAG-GUT77576,0.000,0.000,0.001,0.461,0.480,0.748,0.900
MAG-GUT77590,0.000,0.000,0.003,0.050,0.005,0.133,0.432
MAG-GUT77597,0.000,0.000,0.001,0.158,0.042,0.348,0.639
MAG-GUT77615,0.000,0.000,0.003,0.044,0.003,0.130,0.430
MAG-GUT77633,0.000,0.000,0.001,0.155,0.039,0.343,0.637
MAG-GUT7772,0.000,0.000,0.000,0.047,0.003,0.218,0.526
MAG-GUT7779,0.000,0.000,0.000,0.105,0.016,0.175,0.408
MAG-GUT77839,0.000,0.000,0.000,0.245,0.037,0.446,0.644
MAG-GUT77900,0.000,0.000,0.002,0.047,0.006,0.129,0.418
MAG-GUT77913,0.000,0.000,0.000,0.049,0.004,0.104,0.284
MAG-GUT77956,0.000,0.000,0.001,0.046,0.004,0.136,0.417
MAG-GUT77982,0.000,0.015,0.027,0.142,0.028,0.244,0.429
MAG-GUT77996,0.000,0.001,0.013,0.171,0.042,0.256,0.412
MAG-GUT78002,0.000,0.000,0.000,0.032,0.009,0.141,0.412
MAG-GUT7808,0.000,0.000,0.000,0.065,0.007,0.153,0.387
MAG-GUT78207,0.000,0.001,0.008,0.212,0.061,0.431,0.667
MAG-GUT78247,0.000,0.000,0.000,0.085,0.041,0.318,0.754
MAG-GUT78278,0.000,0.000,0.001,0.021,0.000,0.078,0.422
MAG-GUT78280,0.000,0.000,0.000,0.080,0.038,0.315,0.749
MAG-GUT78295,0.000,0.000,0.003,0.052,0.006,0.136,0.449
MAG-GUT78307,0.000,0.000,0.000,0.079,0.038,0.315,0.741
MAG-GUT78358,0.000,0.000,0.000,0.022,0.000,0.074,0.400
MAG-GUT78371,0.000,0.002,0.004,0.290,0.120,0.503,0.736
MAG-GUT78377,0.000,0.000,0.000,0.082,0.041,0.318,0.759
MAG-GUT78403,0.000,0.002,0.017,0.161,0.036,0.245,0.395
MAG-GUT78410,0.000,0.000,0.002,0.049,0.006,0.133,0.432
MAG-GUT78413,0.000,0.000,0.000,0.019,0.000,0.074,0.415
MAG-GUT7849,0.000,0.000,0.000,0.002,0.000,0.030,0.390
MAG-GUT7852,0.000,0.000,0.000,0.120,0.023,0.198,0.435
MAG-GUT78564,0.000,0.002,0.015,0.234,0.049,0.410,0.625
MAG-GUT78566,0.000,0.000,0.000,0.017,0.000,0.074,0.394
MAG-GUT78571,0.000,0.000,0.000,0.034,0.008,0.132,0.395
MAG-GUT78579,0.000,0.000,0.001,0.145,0.032,0.321,0.624
MAG-GUT78632,0.000,0.000,0.001,0.193,0.036,0.267,0.547
MAG-GUT78681,0.000,0.000,0.000,0.048,0.003,0.099,0.268
MAG-GUT78688,0.000,0.000,0.001,0.005,0.000,0.030,0.279
MAG-GUT78853,0.000,0.000,0.000,0.051,0.003,0.102,0.272
MAG-GUT78879,0.000,0.017,0.031,0.132,0.026,0.231,0.405
MAG-GUT78908,0.000,0.020,0.037,0.145,0.027,0.244,0.439
MAG-GUT78910,0.000,0.000,0.002,0.048,0.014,0.141,0.588
MAG-GUT78914,0.000,0.000,0.000,0.049,0.003,0.104,0.278
MAG-GUT78923,0.000,0.109,0.152,0.657,0.585,0.760,0.848
MAG-GUT78940,0.000,0.000,0.000,0.044,0.018,0.153,0.466
MAG-GUT78958,0.000,0.002,0.014,0.181,0.041,0.258,0.419
MAG-GUT78976,0.000,0.002,0.015,0.173,0.044,0.258,0.412
MAG-GUT79005,0.000,0.000,0.000,0.040,0.019,0.153,0.470
MAG-GUT79013,0.000,0.003,0.016,0.174,0.040,0.261,0.427
MAG-GUT79048,0.000,0.000,0.000,0.033,0.011,0.137,0.408
MAG-GUT79053,0.000,0.000,0.000,0.045,0.021,0.151,0.458
MAG-GUT79096,0.000,0.001,0.014,0.175,0.040,0.266,0.416
MAG-GUT79180,0.000,0.000,0.000,0.059,0.003,0.199,0.447
MAG-GUT79219,0.000,0.000,0.000,0.013,0.001,0.042,0.205
MAG-GUT79248,0.000,0.000,0.000,0.094,0.011,0.192,0.471
MAG-GUT79275,0.000,0.000,0.000,0.097,0.012,0.198,0.475
MAG-GUT79289,0.000,0.000,0.000,0.096,0.011,0.201,0.473
MAG-GUT79304,0.000,0.000,0.000,0.093,0.011,0.190,0.466
MAG-GUT79312,0.000,0.000,0.000,0.098,0.011,0.192,0.463
MAG-GUT79322,0.000,0.000,0.000,0.096,0.012,0.195,0.465
MAG-GUT79350,0.000,0.000,0.000,0.072,0.002,0.197,0.671
MAG-GUT79351,0.000,0.000,0.000,0.099,0.012,0.198,0.474
MAG-GUT7944,0.000,0.004,0.009,0.128,0.013,0.250,0.468
MAG-GUT79485,0.000,0.000,0.000,0.005,0.000,0.030,0.259
MAG-GUT7957,0.000,0.000,0.000,0.027,0.000,0.089,0.314
MAG-GUT79662,0.000,0.000,0.000,0.009,0.005,0.067,0.183
MAG-GUT79767,0.000,0.000,0.000,0.064,0.007,0.138,0.367
MAG-GUT7981,0.000,0.000,0.000,0.003,0.000,0.031,0.245
MAG-GUT7988,0.000,0.000,0.000,0.038,0.009,0.102,0.292
MAG-GUT79996,0.000,0.000,0.000,0.012,0.000,0.028,0.226
MAG-GUT80007,0.000,0.000,0.000,0.060,0.000,0.140,0.405
MAG-GUT80031,0.000,0.000,0.000,0.005,0.000,0.038,0.220
MAG-GUT80052,0.000,0.000,0.000,0.051,0.000,0.124,0.382
MAG-GUT80232,0.001,0.123,0.262,0.541,0.353,0.654,0.785
MAG-GUT80318,0.000,0.000,0.000,0.001,0.000,0.019,0.355
MAG-GUT80330,0.000,0.000,0.000,0.013,0.002,0.034,0.268
MAG-GUT80383,0.000,0.000,0.000,0.066,0.000,0.149,0.409
MAG-GUT80384,0.000,0.000,0.000,0.014,0.000,0.077,0.355
MAG-GUT80385,0.000,0.000,0.000,0.078,0.002,0.203,0.695
MAG-GUT80437,0.000,0.000,0.000,0.043,0.012,0.159,0.471
MAG-GUT80449,0.000,0.000,0.000,0.031,0.000,0.111,0.466
MAG-GUT80453,0.000,0.000,0.000,0.070,0.003,0.192,0.662
MAG-GUT80561,0.000,0.000,0.000,0.055,0.000,0.131,0.397
MAG-GUT80567,0.000,0.000,0.000,0.071,0.007,0.213,0.478
MAG-GUT80568,0.000,0.000,0.000,0.063,0.002,0.252,0.596
MAG-GUT8056,0.000,0.004,0.008,0.136,0.013,0.258,0.486
MAG-GUT80585,0.000,0.000,0.000,0.006,0.000,0.033,0.296
MAG-GUT80685,0.000,0.000,0.000,0.011,0.003,0.038,0.264
MAG-GUT80705,0.000,0.000,0.000,0.006,0.000,0.033,0.234
MAG-GUT80718,0.000,0.000,0.000,0.078,0.003,0.204,0.699
MAG-GUT80720,0.000,0.000,0.001,0.100,0.010,0.174,0.595
MAG-GUT80758,0.000,0.000,0.001,0.189,0.036,0.268,0.570
MAG-GUT80771,0.000,0.000,0.000,0.076,0.003,0.195,0.656
MAG-GUT80792,0.000,0.000,0.000,0.001,0.000,0.018,0.364
MAG-GUT80804,0.000,0.000,0.000,0.011,0.000,0.070,0.342
MAG-GUT8080,0.000,0.003,0.011,0.150,0.016,0.288,0.523
MAG-GUT80816,0.000,0.000,0.000,0.075,0.003,0.196,0.667
MAG-GUT80819,0.000,0.000,0.000,0.001,0.000,0.019,0.264
MAG-GUT80839,0.000,0.000,0.000,0.084,0.000,0.197,0.471
MAG-GUT8083,0.000,0.002,0.025,0.191,0.045,0.392,0.590
MAG-GUT80925,0.000,0.000,0.000,0.044,0.000,0.113,0.322
MAG-GUT81000,0.000,0.000,0.000,0.005,0.000,0.031,0.213
MAG-GUT81029,0.000,0.001,0.000,0.013,0.002,0.066,0.537
MAG-GUT81065,0.000,0.000,0.000,0.005,0.000,0.029,0.216
MAG-GUT81123,0.000,0.000,0.000,0.012,0.002,0.028,0.253
MAG-GUT81145,0.000,0.001,0.000,0.012,0.000,0.063,0.532
MAG-GUT81146,0.000,0.000,0.000,0.007,0.000,0.044,0.350
MAG-GUT81204,0.000,0.000,0.000,0.012,0.000,0.077,0.347
MAG-GUT81205,0.000,0.002,0.010,0.227,0.051,0.328,0.558
MAG-GUT81226,0.000,0.002,0.009,0.381,0.127,0.544,0.813
MAG-GUT8128,0.000,0.000,0.000,0.039,0.013,0.162,0.466
MAG-GUT81308,0.000,0.001,0.009,0.252,0.054,0.362,0.600
MAG-GUT81392,0.000,0.000,0.000,0.007,0.000,0.046,0.358
MAG-GUT81409,0.000,0.000,0.000,0.012,0.002,0.028,0.252
MAG-GUT81432,0.000,0.001,0.001,0.009,0.000,0.056,0.530
MAG-GUT81434,0.000,0.000,0.000,0.007,0.000,0.040,0.351
MAG-GUT8151,0.000,0.000,0.017,0.160,0.091,0.324,0.541
MAG-GUT81523,0.000,0.001,0.000,0.012,0.000,0.061,0.537
MAG-GUT81560,0.000,0.000,0.000,0.057,0.000,0.137,0.392
MAG-GUT81578,0.000,0.000,0.000,0.078,0.000,0.195,0.454
MAG-GUT81646,0.000,0.000,0.000,0.015,0.002,0.036,0.302
MAG-GUT8165,0.000,0.000,0.000,0.120,0.017,0.189,0.427
MAG-GUT81671,0.000,0.000,0.000,0.012,0.001,0.041,0.336
MAG-GUT81679,0.000,0.000,0.000,0.080,0.003,0.205,0.690
MAG-GUT81692,0.000,0.000,0.000,0.003,0.000,0.028,0.217
MAG-GUT81714,0.000,0.000,0.000,0.011,0.001,0.053,0.269
MAG-GUT81784,0.000,0.000,0.000,0.048,0.000,0.124,0.345
MAG-GUT81831,0.000,0.002,0.010,0.405,0.132,0.576,0.851
MAG-GUT81880,0.000,0.000,0.000,0.055,0.000,0.133,0.390
MAG-GUT81885,0.000,0.000,0.000,0.006,0.000,0.036,0.297
MAG-GUT81918,0.000,0.000,0.000,0.010,0.006,0.079,0.218
MAG-GUT81926,0.000,0.000,0.000,0.074,0.003,0.199,0.678
MAG-GUT81936,0.000,0.000,0.000,0.016,0.002,0.037,0.292
MAG-GUT81946,0.000,0.000,0.000,0.073,0.003,0.193,0.668
MAG-GUT81959,0.000,0.000,0.000,0.055,0.001,0.247,0.595
MAG-GUT81987,0.000,0.000,0.000,0.077,0.003,0.204,0.684
MAG-GUT81,0.000,0.000,0.000,0.004,0.001,0.028,0.243
MAG-GUT82008,0.000,0.000,0.000,0.068,0.000,0.223,0.821
MAG-GUT82014,0.000,0.000,0.000,0.073,0.008,0.150,0.389
MAG-GUT82016,0.000,0.000,0.000,0.011,0.006,0.083,0.225
MAG-GUT82039,0.000,0.000,0.000,0.075,0.003,0.196,0.671
MAG-GUT82089,0.000,0.000,0.000,0.013,0.002,0.029,0.268
MAG-GUT82091,0.000,0.000,0.000,0.004,0.000,0.041,0.357
MAG-GUT82105,0.000,0.000,0.000,0.073,0.002,0.201,0.667
MAG-GUT82115,0.000,0.000,0.000,0.013,0.000,0.082,0.353
MAG-GUT82160,0.000,0.000,0.000,0.074,0.003,0.200,0.689
MAG-GUT82165,0.000,0.000,0.000,0.001,0.000,0.021,0.390
MAG-GUT82176,0.000,0.000,0.001,0.014,0.002,0.044,0.332
MAG-GUT82177,0.000,0.000,0.000,0.017,0.003,0.039,0.307
MAG-GUT82203,0.000,0.000,0.000,0.014,0.002,0.046,0.356
MAG-GUT82239,0.000,0.000,0.000,0.068,0.007,0.151,0.390
MAG-GUT82264,0.000,0.000,0.001,0.006,0.000,0.037,0.318
MAG-GUT82295,0.000,0.000,0.000,0.056,0.000,0.134,0.391
MAG-GUT822,0.000,0.000,0.000,0.005,0.003,0.039,0.111
MAG-GUT82314,0.000,0.000,0.000,0.015,0.002,0.037,0.308
MAG-GUT82436,0.000,0.000,0.000,0.076,0.003,0.198,0.675
MAG-GUT82468,0.000,0.000,0.000,0.068,0.002,0.193,0.666
MAG-GUT82472,0.000,0.000,0.000,0.010,0.001,0.029,0.271
MAG-GUT82505,0.000,0.000,0.000,0.013,0.001,0.030,0.272
MAG-GUT82509,0.000,0.000,0.000,0.070,0.002,0.198,0.668
MAG-GUT82545,0.000,0.000,0.000,0.054,0.000,0.136,0.384
MAG-GUT82562,0.000,0.000,0.000,0.071,0.003,0.191,0.663
MAG-GUT82571,0.000,0.000,0.000,0.013,0.001,0.030,0.268
MAG-GUT82635,0.000,0.000,0.000,0.071,0.003,0.195,0.658
MAG-GUT82654,0.000,0.000,0.000,0.073,0.002,0.198,0.660
MAG-GUT8267,0.000,0.000,0.000,0.235,0.035,0.501,0.812
MAG-GUT82703,0.000,0.000,0.000,0.074,0.003,0.201,0.669
MAG-GUT82738,0.000,0.000,0.000,0.073,0.003,0.198,0.676
MAG-GUT82744,0.000,0.000,0.000,0.075,0.003,0.190,0.669
MAG-GUT82789,0.000,0.000,0.000,0.322,0.078,0.471,0.740
MAG-GUT82810,0.000,0.000,0.000,0.005,0.001,0.035,0.296
MAG-GUT8281,0.000,0.000,0.003,0.051,0.004,0.143,0.447
MAG-GUT82831,0.000,0.000,0.000,0.006,0.000,0.033,0.291
MAG-GUT82836,0.000,0.000,0.000,0.004,0.002,0.020,0.215
MAG-GUT8287,0.000,0.004,0.009,0.184,0.021,0.353,0.610
MAG-GUT8292,0.000,0.000,0.002,0.135,0.050,0.285,0.586
MAG-GUT82944,0.000,0.000,0.000,0.005,0.000,0.032,0.285
MAG-GUT82976,0.000,0.000,0.001,0.006,0.000,0.036,0.305
MAG-GUT82998,0.000,0.000,0.000,0.013,0.001,0.032,0.272
MAG-GUT83028,0.000,0.003,0.017,0.173,0.038,0.261,0.415
MAG-GUT83117,0.000,0.000,0.000,0.047,0.004,0.099,0.283
MAG-GUT83184,0.000,0.000,0.000,0.002,0.000,0.011,0.221
MAG-GUT83190,0.000,0.000,0.000,0.005,0.000,0.033,0.285
MAG-GUT83203,0.000,0.000,0.000,0.004,0.002,0.023,0.224
MAG-GUT83205,0.000,0.000,0.000,0.005,0.001,0.034,0.295
MAG-GUT83214,0.000,0.000,0.000,0.002,0.000,0.019,0.224
MAG-GUT83242,0.000,0.000,0.000,0.006,0.000,0.033,0.286
MAG-GUT83363,0.000,0.000,0.000,0.005,0.000,0.036,0.314
MAG-GUT83377,0.000,0.000,0.000,0.005,0.000,0.034,0.303
MAG-GUT83390,0.000,0.000,0.000,0.015,0.001,0.117,0.404
MAG-GUT83414,0.000,0.000,0.000,0.005,0.000,0.036,0.312
MAG-GUT83493,0.000,0.000,0.000,0.006,0.000,0.035,0.303
MAG-GUT83497,0.000,0.000,0.000,0.015,0.000,0.156,0.540
MAG-GUT83501,0.000,0.000,0.000,0.039,0.006,0.080,0.204
MAG-GUT83503,0.000,0.000,0.000,0.065,0.002,0.165,0.603
MAG-GUT83507,0.000,0.000,0.000,0.040,0.005,0.078,0.202
MAG-GUT83542,0.000,0.000,0.000,0.014,0.001,0.053,0.413
MAG-GUT83561,0.000,0.000,0.000,0.071,0.009,0.151,0.403
MAG-GUT83564,0.000,0.000,0.000,0.069,0.007,0.150,0.407
MAG-GUT83592,0.000,0.000,0.000,0.034,0.000,0.122,0.468
MAG-GUT83636,0.000,0.000,0.000,0.147,0.022,0.215,0.399
MAG-GUT83640,0.000,0.000,0.000,0.146,0.022,0.210,0.400
MAG-GUT83643,0.000,0.000,0.000,0.001,0.000,0.015,0.310
MAG-GUT83657,0.000,0.000,0.000,0.033,0.001,0.105,0.509
MAG-GUT83666,0.000,0.000,0.000,0.134,0.020,0.203,0.393
MAG-GUT83683,0.000,0.000,0.000,0.138,0.020,0.196,0.385
MAG-GUT83759,0.000,0.000,0.000,0.005,0.000,0.034,0.296
MAG-GUT83780,0.000,0.002,0.016,0.188,0.038,0.267,0.437
MAG-GUT83835,0.000,0.000,0.000,0.003,0.000,0.034,0.317
MAG-GUT83851,0.000,0.000,0.000,0.042,0.001,0.133,0.597
MAG-GUT83863,0.000,0.000,0.000,0.157,0.033,0.247,0.523
MAG-GUT83864,0.000,0.000,0.000,0.020,0.000,0.060,0.405
MAG-GUT8388,0.000,0.000,0.000,0.018,0.000,0.063,0.395
MAG-GUT838,0.000,0.000,0.000,0.015,0.002,0.034,0.273
MAG-GUT83922,0.000,0.000,0.002,0.049,0.003,0.141,0.432
MAG-GUT83946,0.000,0.000,0.001,0.010,0.001,0.056,0.202
MAG-GUT8399,0.000,0.000,0.000,0.047,0.000,0.110,0.343
MAG-GUT84014,0.000,0.000,0.000,0.006,0.000,0.034,0.295
MAG-GUT84054,0.000,0.001,0.000,0.001,0.000,0.011,0.220
MAG-GUT84088,0.000,0.000,0.000,0.253,0.043,0.474,0.684
MAG-GUT840,0.000,0.000,0.000,0.362,0.077,0.638,0.898
MAG-GUT84116,0.000,0.000,0.000,0.043,0.018,0.153,0.466
MAG-GUT84132,0.000,0.000,0.000,0.045,0.016,0.154,0.472
MAG-GUT84166,0.000,0.000,0.000,0.014,0.001,0.030,0.274
MAG-GUT84184,0.000,0.000,0.000,0.002,0.000,0.030,0.295
MAG-GUT8428,0.000,0.000,0.000,0.020,0.004,0.064,0.187
MAG-GUT84304,0.000,0.000,0.000,0.013,0.001,0.033,0.282
MAG-GUT84361,0.000,0.000,0.000,0.136,0.021,0.197,0.369
MAG-GUT84374,0.000,0.000,0.000,0.134,0.021,0.201,0.389
MAG-GUT84395,0.000,0.000,0.000,0.006,0.000,0.034,0.309
MAG-GUT84479,0.000,0.000,0.000,0.254,0.039,0.469,0.674
MAG-GUT84500,0.000,0.000,0.000,0.040,0.010,0.145,0.448
MAG-GUT84532,0.000,0.000,0.000,0.066,0.005,0.137,0.369
MAG-GUT84535,0.000,0.000,0.000,0.005,0.000,0.033,0.278
MAG-GUT84548,0.000,0.000,0.000,0.006,0.000,0.045,0.351
MAG-GUT84562,0.000,0.000,0.000,0.001,0.001,0.009,0.386
MAG-GUT8457,0.000,0.003,0.015,0.168,0.039,0.251,0.408
MAG-GUT84598,0.000,0.000,0.000,0.077,0.003,0.202,0.675
MAG-GUT84613,0.000,0.000,0.000,0.075,0.004,0.195,0.664
MAG-GUT84648,0.000,0.000,0.001,0.005,0.000,0.033,0.291
MAG-GUT84692,0.000,0.000,0.000,0.014,0.000,0.141,0.512
MAG-GUT84696,0.000,0.008,0.009,0.699,0.461,0.831,0.932
MAG-GUT84701,0.000,0.000,0.000,0.015,0.001,0.119,0.409
MAG-GUT84710,0.000,0.000,0.000,0.005,0.000,0.034,0.301
MAG-GUT84771,0.000,0.000,0.000,0.060,0.005,0.130,0.354
