"Supplementary Table S11. Read-level specificity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT44474,0.402,0.958,0.986,0.991,0.981
MAG-GUT44484,0.599,0.965,0.984,0.987,0.983
MAG-GUT44488,0.413,0.815,0.877,0.871,0.901
MAG-GUT444,0.335,0.828,0.885,0.898,0.859
MAG-GUT44512,0.507,0.777,0.833,0.842,0.738
MAG-GUT44522,0.636,0.947,0.963,0.964,0.943
MAG-GUT44539,0.441,0.966,0.993,0.996,0.992
MAG-GUT44544,0.457,0.966,0.994,0.997,0.991
MAG-GUT44598,0.618,0.947,0.972,0.974,0.921
MAG-GUT445,0.351,0.806,0.882,0.892,0.861
MAG-GUT44617,0.439,0.957,0.992,0.998,0.990
MAG-GUT44662,0.141,0.727,0.846,0.887,0.936
MAG-GUT44666,0.415,0.744,0.752,0.741,0.668
MAG-GUT44688,0.300,0.671,0.716,0.750,0.789
MAG-GUT446,0.357,0.852,0.896,0.900,0.881
MAG-GUT44736,0.379,0.931,0.983,0.991,0.986
MAG-GUT44748,0.594,0.962,0.985,0.985,0.983
MAG-GUT44774,0.462,0.958,0.981,0.985,0.989
MAG-GUT44840,0.522,0.899,0.942,0.949,0.942
MAG-GUT44851,0.114,0.643,0.799,0.853,0.916
MAG-GUT44855,0.703,0.979,0.995,0.995,0.992
MAG-GUT44900,0.360,0.833,0.879,0.901,0.916
MAG-GUT44944,0.354,0.928,0.965,0.979,0.982
MAG-GUT44961,0.678,0.954,0.976,0.980,0.962
MAG-GUT449,0.372,0.839,0.885,0.893,0.855
MAG-GUT45009,0.455,0.891,0.930,0.955,0.944
MAG-GUT45058,0.323,0.796,0.855,0.881,0.874
MAG-GUT45059,0.353,0.842,0.876,0.887,0.906
MAG-GUT45062,0.581,0.952,0.975,0.985,0.968
MAG-GUT45090,0.361,0.590,0.637,0.643,0.546
MAG-GUT45094,0.348,0.885,0.939,0.949,0.953
MAG-GUT450,0.393,0.839,0.899,0.917,0.884
MAG-GUT45122,0.375,0.923,0.967,0.973,0.983
MAG-GUT45166,0.371,0.852,0.921,0.944,0.957
MAG-GUT45172,0.506,0.892,0.944,0.953,0.948
MAG-GUT45205,0.417,0.909,0.957,0.959,0.958
MAG-GUT45212,0.363,0.834,0.920,0.941,0.957
MAG-GUT45214,0.355,0.945,0.979,0.985,0.986
MAG-GUT45263,0.379,0.934,0.972,0.979,0.982
MAG-GUT452,0.376,0.811,0.882,0.891,0.861
MAG-GUT45317,0.151,0.710,0.846,0.896,0.934
MAG-GUT45331,0.228,0.468,0.545,0.563,0.732
MAG-GUT45352,0.635,0.969,0.988,0.986,0.982
MAG-GUT45377,0.380,0.811,0.871,0.882,0.905
MAG-GUT45396,0.323,0.917,0.965,0.979,0.977
MAG-GUT453,0.346,0.831,0.900,0.913,0.887
MAG-GUT45417,0.423,0.848,0.915,0.936,0.924
MAG-GUT45512,0.470,0.883,0.907,0.916,0.861
MAG-GUT4552,0.257,0.834,0.907,0.926,0.908
MAG-GUT45537,0.343,0.802,0.860,0.873,0.899
MAG-GUT455,0.398,0.829,0.881,0.899,0.863
MAG-GUT45607,0.453,0.945,0.976,0.982,0.980
MAG-GUT45615,0.532,0.975,0.988,0.989,0.988
MAG-GUT45633,0.143,0.678,0.806,0.860,0.922
MAG-GUT4564,0.399,0.865,0.912,0.927,0.907
MAG-GUT45670,0.367,0.927,0.969,0.978,0.978
MAG-GUT45684,0.120,0.696,0.835,0.877,0.933
MAG-GUT45687,0.411,0.968,0.992,0.996,0.993
MAG-GUT456,0.352,0.817,0.881,0.893,0.857
MAG-GUT45705,0.374,0.885,0.936,0.950,0.967
MAG-GUT45719,0.590,0.836,0.841,0.832,0.710
MAG-GUT45758,0.671,0.974,0.991,0.993,0.989
MAG-GUT45776,0.151,0.688,0.833,0.870,0.925
MAG-GUT4577,0.680,0.929,0.949,0.957,0.882
MAG-GUT45791,0.391,0.842,0.911,0.939,0.955
MAG-GUT457,0.385,0.820,0.880,0.901,0.861
MAG-GUT45814,0.452,0.898,0.949,0.963,0.949
MAG-GUT45829,0.426,0.867,0.921,0.932,0.909
MAG-GUT45858,0.678,0.945,0.964,0.966,0.950
MAG-GUT4585,0.235,0.827,0.899,0.925,0.910
MAG-GUT45882,0.422,0.967,0.994,0.997,0.990
MAG-GUT45894,0.356,0.827,0.885,0.907,0.890
MAG-GUT45903,0.550,0.882,0.921,0.919,0.913
MAG-GUT45923,0.354,0.836,0.903,0.926,0.946
MAG-GUT459,0.388,0.836,0.897,0.913,0.881
MAG-GUT4600,0.471,0.955,0.979,0.984,0.973
MAG-GUT4602,0.415,0.877,0.922,0.928,0.905
MAG-GUT46037,0.702,0.974,0.995,0.998,0.992
MAG-GUT46039,0.637,0.963,0.980,0.981,0.976
MAG-GUT46159,0.617,0.958,0.979,0.981,0.967
MAG-GUT46165,0.591,0.829,0.847,0.820,0.693
MAG-GUT46167,0.409,0.933,0.976,0.981,0.986
MAG-GUT4616,0.671,0.948,0.975,0.982,0.975
MAG-GUT46175,0.258,0.786,0.864,0.883,0.861
MAG-GUT46179,0.548,0.928,0.965,0.969,0.959
MAG-GUT46181,0.380,0.850,0.881,0.889,0.911
MAG-GUT46186,0.405,0.932,0.968,0.978,0.974
MAG-GUT46199,0.311,0.931,0.988,0.994,0.988
MAG-GUT46219,0.507,0.964,0.988,0.989,0.988
MAG-GUT46247,0.152,0.735,0.831,0.862,0.918
MAG-GUT46257,0.356,0.706,0.782,0.806,0.779
MAG-GUT46265,0.396,0.953,0.987,0.990,0.983
MAG-GUT462,0.365,0.826,0.895,0.899,0.872
MAG-GUT4634,0.664,0.942,0.969,0.977,0.969
MAG-GUT46354,0.445,0.926,0.967,0.970,0.972
MAG-GUT46378,0.408,0.943,0.975,0.984,0.984
MAG-GUT46397,0.234,0.625,0.725,0.768,0.727
MAG-GUT463,0.370,0.828,0.893,0.911,0.878
MAG-GUT46435,0.183,0.740,0.843,0.886,0.936
MAG-GUT46437,0.413,0.949,0.989,0.995,0.987
MAG-GUT46441,0.427,0.966,0.992,0.996,0.987
MAG-GUT46486,0.440,0.880,0.936,0.944,0.929
MAG-GUT46493,0.454,0.889,0.938,0.950,0.929
MAG-GUT46496,0.438,0.908,0.965,0.962,0.936
MAG-GUT464,0.331,0.835,0.914,0.918,0.888
MAG-GUT4651,0.681,0.957,0.979,0.984,0.972
MAG-GUT46526,0.360,0.839,0.877,0.895,0.911
MAG-GUT46540,0.381,0.842,0.914,0.931,0.928
MAG-GUT465,0.368,0.818,0.885,0.894,0.861
MAG-GUT46630,0.353,0.826,0.861,0.879,0.895
MAG-GUT46649,0.412,0.894,0.961,0.965,0.930
MAG-GUT46652,0.246,0.602,0.713,0.756,0.698
MAG-GUT46658,0.392,0.834,0.912,0.931,0.952
MAG-GUT46719,0.658,0.958,0.977,0.979,0.965
MAG-GUT46722,0.336,0.887,0.961,0.966,0.929
MAG-GUT46760,0.325,0.818,0.870,0.886,0.863
MAG-GUT46783,0.596,0.965,0.983,0.989,0.985
MAG-GUT467,0.322,0.813,0.889,0.903,0.862
MAG-GUT46826,0.415,0.929,0.961,0.975,0.967
MAG-GUT46868,0.421,0.958,0.987,0.991,0.986
MAG-GUT46888,0.339,0.827,0.878,0.892,0.903
MAG-GUT468,0.315,0.840,0.888,0.894,0.861
MAG-GUT46914,0.438,0.893,0.947,0.956,0.944
MAG-GUT46922,0.128,0.675,0.817,0.854,0.910
MAG-GUT46923,0.675,0.934,0.971,0.982,0.977
MAG-GUT46931,0.143,0.694,0.819,0.868,0.915
MAG-GUT46962,0.395,0.957,0.990,0.994,0.987
MAG-GUT46965,0.521,0.933,0.968,0.976,0.954
MAG-GUT46987,0.142,0.720,0.848,0.882,0.929
MAG-GUT469,0.328,0.830,0.903,0.916,0.886
MAG-GUT47063,0.344,0.647,0.645,0.593,0.334
MAG-GUT47072,0.361,0.808,0.853,0.870,0.892
MAG-GUT470,0.303,0.825,0.898,0.903,0.879
MAG-GUT47106,0.674,0.981,0.997,0.996,0.991
MAG-GUT47124,0.343,0.830,0.885,0.891,0.906
MAG-GUT47144,0.560,0.973,0.990,0.991,0.990
MAG-GUT47176,0.697,0.974,0.987,0.991,0.986
MAG-GUT47179,0.460,0.916,0.962,0.972,0.914
MAG-GUT47180,0.242,0.746,0.844,0.885,0.927
MAG-GUT47186,0.173,0.733,0.854,0.887,0.936
MAG-GUT471,0.333,0.825,0.880,0.891,0.866
MAG-GUT47205,0.334,0.925,0.961,0.967,0.971
MAG-GUT47222,0.199,0.739,0.855,0.886,0.941
MAG-GUT47256,0.465,0.883,0.937,0.949,0.940
MAG-GUT4726,0.196,0.757,0.878,0.898,0.901
MAG-GUT47330,0.369,0.938,0.982,0.991,0.989
MAG-GUT47410,0.356,0.835,0.901,0.910,0.905
MAG-GUT47464,0.410,0.850,0.921,0.926,0.909
MAG-GUT47531,0.440,0.945,0.982,0.985,0.975
MAG-GUT47559,0.533,0.823,0.864,0.882,0.829
MAG-GUT47585,0.679,0.929,0.947,0.950,0.876
MAG-GUT47603,0.619,0.914,0.939,0.935,0.909
MAG-GUT4760,0.601,0.968,0.989,0.992,0.986
MAG-GUT47622,0.159,0.692,0.836,0.875,0.936
MAG-GUT47637,0.461,0.969,0.992,0.996,0.991
MAG-GUT47676,0.108,0.712,0.849,0.886,0.935
MAG-GUT47723,0.434,0.965,0.993,0.995,0.993
MAG-GUT47777,0.647,0.925,0.937,0.946,0.867
MAG-GUT47782,0.447,0.960,0.991,0.993,0.993
MAG-GUT47800,0.459,0.949,0.978,0.983,0.988
MAG-GUT47808,0.325,0.799,0.858,0.880,0.902
MAG-GUT47840,0.334,0.499,0.486,0.460,0.397
MAG-GUT47843,0.320,0.672,0.716,0.722,0.697
MAG-GUT47875,0.512,0.882,0.912,0.920,0.908
MAG-GUT47922,0.130,0.723,0.843,0.879,0.932
MAG-GUT47959,0.365,0.841,0.881,0.903,0.890
MAG-GUT47995,0.279,0.767,0.834,0.849,0.831
MAG-GUT48077,0.326,0.913,0.968,0.975,0.979
MAG-GUT48190,0.163,0.713,0.828,0.876,0.937
MAG-GUT48218,0.667,0.971,0.991,0.992,0.989
MAG-GUT48247,0.136,0.724,0.860,0.886,0.940
MAG-GUT48276,0.319,0.930,0.968,0.979,0.980
MAG-GUT48302,0.570,0.936,0.978,0.982,0.968
MAG-GUT48321,0.442,0.960,0.970,0.972,0.954
MAG-GUT4832,0.498,0.832,0.864,0.855,0.814
MAG-GUT48445,0.464,0.742,0.778,0.797,0.853
MAG-GUT48460,0.376,0.834,0.873,0.892,0.901
MAG-GUT48488,0.416,0.969,0.995,0.997,0.990
MAG-GUT48498,0.445,0.957,0.995,0.998,0.990
MAG-GUT48566,0.459,0.962,0.995,0.997,0.991
MAG-GUT48571,0.427,0.960,0.987,0.991,0.989
MAG-GUT48579,0.416,0.867,0.922,0.933,0.915
MAG-GUT48585,0.451,0.966,0.992,0.995,0.989
MAG-GUT48612,0.382,0.951,0.985,0.988,0.983
MAG-GUT48628,0.164,0.718,0.833,0.875,0.933
MAG-GUT48629,0.414,0.729,0.740,0.741,0.643
MAG-GUT48630,0.104,0.709,0.817,0.862,0.929
MAG-GUT48634,0.138,0.711,0.817,0.866,0.920
MAG-GUT48635,0.151,0.684,0.812,0.851,0.914
MAG-GUT48651,0.144,0.694,0.819,0.863,0.921
MAG-GUT48654,0.142,0.709,0.846,0.885,0.937
MAG-GUT48673,0.409,0.941,0.984,0.987,0.979
MAG-GUT48681,0.450,0.889,0.953,0.964,0.925
MAG-GUT48682,0.417,0.727,0.732,0.742,0.660
MAG-GUT48684,0.179,0.710,0.828,0.877,0.932
MAG-GUT48686,0.411,0.953,0.992,0.995,0.986
MAG-GUT48694,0.149,0.672,0.830,0.862,0.934
MAG-GUT48704,0.444,0.966,0.992,0.994,0.989
MAG-GUT48721,0.450,0.882,0.951,0.962,0.924
MAG-GUT48723,0.416,0.950,0.990,0.994,0.986
MAG-GUT48733,0.104,0.672,0.807,0.855,0.919
MAG-GUT48735,0.249,0.842,0.924,0.951,0.939
MAG-GUT48749,0.414,0.965,0.989,0.993,0.986
MAG-GUT48754,0.437,0.959,0.992,0.996,0.988
MAG-GUT48761,0.484,0.964,0.994,0.997,0.990
MAG-GUT48763,0.567,0.953,0.985,0.987,0.973
MAG-GUT48773,0.430,0.936,0.974,0.980,0.935
MAG-GUT48779,0.548,0.818,0.832,0.810,0.683
MAG-GUT48798,0.419,0.967,0.992,0.997,0.990
MAG-GUT48801,0.438,0.889,0.952,0.965,0.925
MAG-GUT48804,0.433,0.966,0.995,0.996,0.992
MAG-GUT48805,0.406,0.713,0.736,0.720,0.709
MAG-GUT48825,0.583,0.826,0.825,0.813,0.680
MAG-GUT48829,0.448,0.963,0.989,0.993,0.986
MAG-GUT48834,0.449,0.956,0.989,0.992,0.984
MAG-GUT48852,0.428,0.880,0.942,0.959,0.925
MAG-GUT48863,0.151,0.702,0.827,0.869,0.927
MAG-GUT48887,0.427,0.707,0.715,0.713,0.642
MAG-GUT48894,0.462,0.960,0.993,0.995,0.987
MAG-GUT48902,0.534,0.831,0.827,0.815,0.688
MAG-GUT48923,0.170,0.691,0.836,0.871,0.925
MAG-GUT48926,0.421,0.914,0.963,0.971,0.930
MAG-GUT48940,0.427,0.961,0.989,0.993,0.992
MAG-GUT48943,0.142,0.709,0.827,0.872,0.930
MAG-GUT48949,0.152,0.685,0.804,0.862,0.925
MAG-GUT48957,0.145,0.681,0.819,0.876,0.930
MAG-GUT48959,0.150,0.683,0.828,0.868,0.919
MAG-GUT48964,0.156,0.678,0.813,0.857,0.928
MAG-GUT48968,0.459,0.950,0.985,0.987,0.979
MAG-GUT48971,0.433,0.959,0.994,0.995,0.988
MAG-GUT48976,0.416,0.954,0.978,0.986,0.976
MAG-GUT48986,0.147,0.693,0.819,0.863,0.932
MAG-GUT48995,0.470,0.910,0.966,0.979,0.965
MAG-GUT49002,0.444,0.721,0.745,0.731,0.657
MAG-GUT49003,0.137,0.698,0.826,0.869,0.933
MAG-GUT49004,0.407,0.956,0.986,0.993,0.984
MAG-GUT49005,0.427,0.964,0.993,0.996,0.994
MAG-GUT49009,0.450,0.900,0.961,0.967,0.928
MAG-GUT49010,0.523,0.965,0.994,0.996,0.991
MAG-GUT49011,0.118,0.697,0.821,0.865,0.923
MAG-GUT49015,0.402,0.957,0.991,0.998,0.989
MAG-GUT49023,0.392,0.951,0.983,0.985,0.978
MAG-GUT49026,0.111,0.684,0.813,0.865,0.914
MAG-GUT4902,0.256,0.939,0.980,0.987,0.981
MAG-GUT49035,0.129,0.669,0.815,0.861,0.924
MAG-GUT49036,0.126,0.700,0.847,0.882,0.937
MAG-GUT49041,0.440,0.915,0.961,0.971,0.961
MAG-GUT49046,0.387,0.723,0.721,0.727,0.698
MAG-GUT49051,0.224,0.867,0.942,0.970,0.954
MAG-GUT49058,0.436,0.913,0.964,0.973,0.963
MAG-GUT49063,0.439,0.967,0.994,0.998,0.991
MAG-GUT49069,0.433,0.953,0.991,0.996,0.987
MAG-GUT49070,0.474,0.969,0.992,0.997,0.992
MAG-GUT49071,0.417,0.967,0.993,0.996,0.992
MAG-GUT49075,0.411,0.959,0.992,0.994,0.988
MAG-GUT49076,0.432,0.904,0.959,0.960,0.933
MAG-GUT49079,0.431,0.909,0.961,0.963,0.921
MAG-GUT49083,0.433,0.961,0.993,0.994,0.986
MAG-GUT49101,0.463,0.963,0.993,0.996,0.989
MAG-GUT49107,0.408,0.909,0.967,0.967,0.933
MAG-GUT49118,0.474,0.960,0.993,0.997,0.990
MAG-GUT49170,0.415,0.966,0.994,0.996,0.991
MAG-GUT49176,0.399,0.960,0.992,0.996,0.988
MAG-GUT49179,0.421,0.965,0.993,0.996,0.994
MAG-GUT49203,0.123,0.679,0.816,0.861,0.920
MAG-GUT49226,0.439,0.962,0.994,0.995,0.990
MAG-GUT49236,0.411,0.957,0.994,0.995,0.987
MAG-GUT49243,0.394,0.873,0.936,0.960,0.911
MAG-GUT49261,0.560,0.959,0.986,0.988,0.974
MAG-GUT49266,0.133,0.683,0.820,0.869,0.934
MAG-GUT49289,0.439,0.956,0.991,0.994,0.984
MAG-GUT49294,0.123,0.699,0.824,0.856,0.915
MAG-GUT49297,0.388,0.963,0.992,0.996,0.988
MAG-GUT49302,0.455,0.962,0.993,0.997,0.991
MAG-GUT49309,0.586,0.839,0.850,0.841,0.711
MAG-GUT49315,0.500,0.964,0.993,0.995,0.988
MAG-GUT49326,0.368,0.963,0.989,0.991,0.982
MAG-GUT49328,0.124,0.708,0.819,0.869,0.925
MAG-GUT49329,0.449,0.961,0.991,0.994,0.988
MAG-GUT49355,0.154,0.719,0.834,0.880,0.929
MAG-GUT49356,0.463,0.954,0.988,0.993,0.986
MAG-GUT49359,0.464,0.956,0.985,0.988,0.984
MAG-GUT49371,0.137,0.690,0.817,0.844,0.917
MAG-GUT49379,0.460,0.693,0.713,0.709,0.632
MAG-GUT49384,0.396,0.964,0.993,0.995,0.993
MAG-GUT49393,0.445,0.950,0.985,0.989,0.982
MAG-GUT49394,0.406,0.871,0.935,0.948,0.911
MAG-GUT49399,0.152,0.686,0.808,0.858,0.922
MAG-GUT49403,0.443,0.959,0.993,0.998,0.991
MAG-GUT49409,0.510,0.964,0.994,0.996,0.990
MAG-GUT49414,0.151,0.715,0.807,0.864,0.921
MAG-GUT49423,0.389,0.886,0.950,0.961,0.925
MAG-GUT4942,0.643,0.975,0.990,0.992,0.981
MAG-GUT49445,0.466,0.901,0.963,0.969,0.929
MAG-GUT49456,0.395,0.968,0.990,0.996,0.986
MAG-GUT49458,0.455,0.956,0.993,0.997,0.989
MAG-GUT49469,0.500,0.960,0.993,0.997,0.990
MAG-GUT49474,0.101,0.722,0.814,0.859,0.923
MAG-GUT49487,0.356,0.937,0.977,0.980,0.939
MAG-GUT49499,0.460,0.957,0.990,0.994,0.987
MAG-GUT49507,0.485,0.934,0.970,0.980,0.948
MAG-GUT4950,0.421,0.944,0.976,0.980,0.974
MAG-GUT49512,0.463,0.963,0.993,0.998,0.991
MAG-GUT49516,0.616,0.819,0.836,0.813,0.687
MAG-GUT49526,0.378,0.810,0.892,0.913,0.934
MAG-GUT49529,0.454,0.963,0.994,0.997,0.991
MAG-GUT49534,0.157,0.694,0.841,0.874,0.937
MAG-GUT49535,0.467,0.962,0.994,0.997,0.990
MAG-GUT49537,0.512,0.927,0.971,0.973,0.948
MAG-GUT49539,0.474,0.965,0.991,0.995,0.988
MAG-GUT49541,0.443,0.954,0.987,0.992,0.983
MAG-GUT49542,0.403,0.934,0.976,0.983,0.973
MAG-GUT49543,0.436,0.909,0.953,0.966,0.925
MAG-GUT49545,0.145,0.678,0.823,0.864,0.928
MAG-GUT49558,0.134,0.703,0.827,0.862,0.930
MAG-GUT49567,0.377,0.708,0.718,0.714,0.642
MAG-GUT49568,0.177,0.688,0.830,0.864,0.937
MAG-GUT49571,0.175,0.698,0.825,0.879,0.924
MAG-GUT49574,0.493,0.968,0.995,0.996,0.990
MAG-GUT49576,0.541,0.822,0.819,0.817,0.679
MAG-GUT49583,0.128,0.681,0.827,0.863,0.921
MAG-GUT49589,0.144,0.704,0.837,0.872,0.928
MAG-GUT49593,0.402,0.955,0.991,0.997,0.989
MAG-GUT49596,0.147,0.701,0.818,0.872,0.926
MAG-GUT49597,0.174,0.697,0.816,0.850,0.922
MAG-GUT49599,0.449,0.960,0.991,0.994,0.986
MAG-GUT49604,0.149,0.695,0.821,0.858,0.929
MAG-GUT49609,0.441,0.968,0.995,0.996,0.991
MAG-GUT49616,0.438,0.962,0.991,0.993,0.985
MAG-GUT4969,0.489,0.813,0.856,0.858,0.792
MAG-GUT49727,0.392,0.816,0.882,0.880,0.914
MAG-GUT49742,0.383,0.830,0.874,0.894,0.910
MAG-GUT49744,0.371,0.828,0.882,0.890,0.910
MAG-GUT49768,0.381,0.826,0.882,0.895,0.911
MAG-GUT49797,0.357,0.805,0.855,0.875,0.893
MAG-GUT4979,0.411,0.851,0.930,0.939,0.936
MAG-GUT49813,0.363,0.818,0.866,0.878,0.896
MAG-GUT49824,0.343,0.815,0.855,0.882,0.893
MAG-GUT49876,0.360,0.829,0.878,0.893,0.908
MAG-GUT50003,0.673,0.976,0.989,0.990,0.989
MAG-GUT50015,0.689,0.981,0.993,0.994,0.992
MAG-GUT5004,0.690,0.941,0.962,0.969,0.953
MAG-GUT50121,0.508,0.964,0.992,0.992,0.992
MAG-GUT50132,0.523,0.955,0.987,0.989,0.988
MAG-GUT50219,0.372,0.755,0.811,0.835,0.818
MAG-GUT50240,0.549,0.873,0.888,0.890,0.829
MAG-GUT502,0.390,0.832,0.880,0.892,0.910
MAG-GUT50478,0.480,0.940,0.970,0.984,0.977
MAG-GUT50480,0.340,0.632,0.723,0.731,0.681
MAG-GUT50483,0.373,0.726,0.776,0.791,0.789
MAG-GUT50492,0.314,0.646,0.719,0.754,0.681
MAG-GUT50502,0.303,0.642,0.723,0.759,0.683
MAG-GUT50505,0.301,0.626,0.721,0.749,0.668
MAG-GUT50508,0.467,0.939,0.974,0.983,0.978
MAG-GUT50522,0.356,0.809,0.878,0.893,0.881
MAG-GUT50532,0.356,0.809,0.878,0.893,0.881
MAG-GUT50591,0.671,0.939,0.968,0.964,0.946
MAG-GUT5060,0.352,0.832,0.900,0.909,0.900
MAG-GUT50627,0.321,0.658,0.715,0.720,0.707
MAG-GUT50714,0.339,0.828,0.903,0.913,0.890
MAG-GUT50752,0.237,0.644,0.684,0.700,0.683
MAG-GUT50760,0.317,0.844,0.892,0.906,0.893
MAG-GUT50773,0.394,0.814,0.873,0.873,0.899
MAG-GUT5083,0.203,0.739,0.838,0.886,0.893
MAG-GUT5085,0.717,0.976,0.992,0.992,0.979
MAG-GUT50866,0.700,0.987,0.999,0.999,0.999
MAG-GUT50868,0.521,0.881,0.927,0.941,0.939
MAG-GUT50872,0.689,0.986,0.999,1.000,0.999
MAG-GUT50906,0.726,0.985,0.993,0.992,0.991
MAG-GUT50925,0.736,0.983,0.996,0.997,0.994
MAG-GUT50928,0.738,0.985,0.996,0.996,0.994
MAG-GUT50936,0.732,0.985,0.995,0.996,0.994
MAG-GUT51267,0.324,0.903,0.970,0.982,0.976
MAG-GUT51274,0.286,0.925,0.977,0.985,0.980
MAG-GUT51297,0.301,0.918,0.980,0.985,0.982
MAG-GUT51299,0.304,0.832,0.884,0.898,0.915
MAG-GUT51304,0.379,0.823,0.879,0.883,0.908
MAG-GUT51316,0.374,0.835,0.874,0.887,0.903
MAG-GUT51339,0.708,0.988,0.997,0.996,0.996
MAG-GUT51353,0.697,0.987,0.994,0.995,0.995
MAG-GUT51357,0.543,0.958,0.976,0.979,0.979
MAG-GUT51377,0.542,0.958,0.976,0.983,0.972
MAG-GUT51488,0.351,0.834,0.879,0.892,0.914
MAG-GUT51497,0.352,0.827,0.882,0.895,0.913
MAG-GUT51504,0.365,0.823,0.874,0.885,0.903
MAG-GUT51557,0.610,0.967,0.987,0.988,0.975
MAG-GUT51559,0.615,0.963,0.984,0.987,0.972
MAG-GUT51569,0.352,0.814,0.868,0.880,0.896
MAG-GUT51607,0.368,0.812,0.876,0.888,0.907
MAG-GUT5168,0.426,0.956,0.984,0.989,0.985
MAG-GUT51748,0.192,0.550,0.629,0.673,0.792
MAG-GUT51766,0.155,0.555,0.636,0.681,0.789
MAG-GUT51918,0.450,0.947,0.955,0.961,0.938
MAG-GUT51921,0.464,0.948,0.954,0.961,0.943
MAG-GUT51926,0.527,0.886,0.924,0.924,0.915
MAG-GUT51928,0.572,0.890,0.919,0.927,0.923
MAG-GUT51929,0.446,0.937,0.953,0.959,0.937
MAG-GUT51949,0.290,0.632,0.715,0.741,0.666
MAG-GUT5195,0.636,0.969,0.987,0.991,0.975
MAG-GUT51968,0.295,0.620,0.709,0.739,0.670
MAG-GUT51975,0.270,0.623,0.717,0.734,0.663
MAG-GUT51979,0.278,0.638,0.716,0.738,0.680
MAG-GUT5199,0.232,0.603,0.732,0.792,0.736
MAG-GUT51,0.431,0.721,0.750,0.760,0.672
MAG-GUT52007,0.560,0.969,0.989,0.991,0.985
MAG-GUT52094,0.601,0.926,0.963,0.967,0.960
MAG-GUT52107,0.582,0.931,0.960,0.968,0.954
MAG-GUT52138,0.567,0.924,0.962,0.971,0.959
MAG-GUT52236,0.393,0.875,0.910,0.921,0.888
MAG-GUT52246,0.422,0.865,0.916,0.917,0.898
MAG-GUT52319,0.374,0.888,0.946,0.954,0.954
MAG-GUT5249,0.504,0.829,0.866,0.871,0.825
MAG-GUT52579,0.553,0.957,0.983,0.985,0.981
MAG-GUT5258,0.352,0.662,0.727,0.752,0.711
MAG-GUT52677,0.380,0.799,0.864,0.881,0.898
MAG-GUT52709,0.680,0.955,0.979,0.984,0.978
MAG-GUT52757,0.317,0.826,0.868,0.883,0.901
MAG-GUT52820,0.520,0.885,0.931,0.951,0.948
MAG-GUT52821,0.571,0.973,0.988,0.992,0.985
MAG-GUT52871,0.305,0.648,0.704,0.705,0.695
MAG-GUT52881,0.332,0.643,0.695,0.707,0.670
MAG-GUT52916,0.539,0.966,0.990,0.993,0.994
MAG-GUT52923,0.501,0.962,0.990,0.994,0.992
MAG-GUT52941,0.528,0.958,0.989,0.995,0.991
MAG-GUT52992,0.233,0.816,0.901,0.923,0.905
MAG-GUT52995,0.489,0.888,0.945,0.962,0.953
MAG-GUT53012,0.340,0.747,0.828,0.854,0.902
MAG-GUT53015,0.430,0.891,0.938,0.951,0.940
MAG-GUT53019,0.456,0.901,0.948,0.957,0.938
MAG-GUT53033,0.430,0.903,0.951,0.956,0.944
MAG-GUT53065,0.249,0.947,0.988,0.990,0.987
MAG-GUT53133,0.660,0.967,0.980,0.985,0.980
MAG-GUT53142,0.690,0.968,0.987,0.987,0.981
MAG-GUT53199,0.321,0.673,0.717,0.733,0.712
MAG-GUT5319,0.446,0.949,0.956,0.952,0.931
MAG-GUT53236,0.222,0.608,0.688,0.725,0.690
MAG-GUT53418,0.342,0.674,0.713,0.719,0.705
MAG-GUT5341,0.550,0.891,0.927,0.932,0.925
MAG-GUT5342,0.641,0.956,0.978,0.979,0.976
MAG-GUT53494,0.677,0.946,0.970,0.974,0.972
MAG-GUT53512,0.436,0.940,0.968,0.978,0.975
MAG-GUT53548,0.332,0.813,0.889,0.899,0.885
MAG-GUT53550,0.382,0.906,0.931,0.939,0.938
MAG-GUT5358,0.397,0.933,0.966,0.971,0.968
MAG-GUT53613,0.608,0.971,0.993,0.997,0.993
MAG-GUT53617,0.196,0.447,0.516,0.564,0.715
MAG-GUT53622,0.388,0.811,0.872,0.883,0.899
MAG-GUT53689,0.373,0.870,0.925,0.939,0.921
MAG-GUT5371,0.382,0.933,0.969,0.976,0.967
MAG-GUT5375,0.256,0.824,0.898,0.915,0.919
MAG-GUT5376,0.401,0.871,0.911,0.920,0.907
MAG-GUT53810,0.687,0.956,0.981,0.983,0.972
MAG-GUT53925,0.415,0.832,0.868,0.885,0.906
MAG-GUT5396,0.564,0.958,0.981,0.980,0.975
MAG-GUT53979,0.584,0.941,0.970,0.974,0.961
MAG-GUT53991,0.374,0.811,0.876,0.889,0.906
MAG-GUT5430,0.354,0.811,0.897,0.928,0.983
MAG-GUT54322,0.382,0.827,0.874,0.891,0.907
MAG-GUT54365,0.338,0.780,0.850,0.879,0.876
MAG-GUT54489,0.370,0.830,0.888,0.908,0.892
MAG-GUT5449,0.699,0.954,0.980,0.979,0.963
MAG-GUT54519,0.590,0.970,0.986,0.988,0.987
