"Supplementary Table S9. Read-level specificity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT73018,0.000,0.000,1.000,0.961,0.908,0.943,0.928
MAG-GUT73024,0.000,1.000,0.500,0.969,0.985,0.956,0.961
MAG-GUT73031,0.000,0.000,0.000,0.967,0.884,0.957,0.944
MAG-GUT73157,0.000,0.000,0.000,0.886,0.500,0.887,0.742
MAG-GUT73278,0.000,0.000,0.200,0.218,0.146,0.508,0.890
MAG-GUT7328,0.000,0.697,0.681,0.997,0.994,0.999,0.995
MAG-GUT73298,0.000,0.000,0.625,0.232,0.098,0.464,0.853
MAG-GUT73376,0.000,1.000,0.929,0.946,0.778,0.969,0.974
MAG-GUT73407,0.000,0.000,0.000,0.872,0.400,0.987,0.996
MAG-GUT73422,0.000,0.000,0.000,0.943,0.000,0.979,0.978
MAG-GUT73491,0.000,0.000,1.000,0.754,0.898,0.746,0.844
MAG-GUT73497,0.000,0.000,0.667,0.254,0.050,0.496,0.902
MAG-GUT73734,0.000,1.000,0.200,0.998,0.995,0.995,0.988
MAG-GUT73749,0.000,1.000,1.000,0.988,0.886,0.982,0.984
MAG-GUT73804,0.000,0.000,1.000,0.971,0.887,0.987,0.984
MAG-GUT73847,0.000,0.000,1.000,0.998,0.998,0.997,0.994
MAG-GUT73862,0.000,1.000,1.000,0.999,0.998,0.999,0.995
MAG-GUT73909,0.000,1.000,0.000,0.996,1.000,0.993,0.989
MAG-GUT73910,0.000,1.000,0.286,1.000,0.992,0.997,0.990
MAG-GUT73961,0.000,0.000,0.333,0.260,0.143,0.506,0.899
MAG-GUT73962,0.000,0.000,0.000,0.997,1.000,0.996,0.994
MAG-GUT73967,0.000,0.000,0.000,0.701,0.000,0.836,0.905
MAG-GUT73968,0.000,0.000,1.000,0.969,0.714,0.951,0.950
MAG-GUT73992,0.000,0.000,0.750,0.235,0.130,0.491,0.878
MAG-GUT74023,0.000,0.000,0.000,0.168,0.034,0.499,0.892
MAG-GUT74028,0.000,1.000,1.000,0.995,1.000,0.995,0.988
MAG-GUT74183,0.000,0.000,1.000,1.000,1.000,0.999,0.997
MAG-GUT74302,0.000,0.000,0.000,0.981,0.985,0.973,0.966
MAG-GUT74311,0.000,0.000,0.000,1.000,1.000,0.999,0.998
MAG-GUT74323,0.000,0.000,0.000,0.985,0.990,0.984,0.976
MAG-GUT74324,0.000,0.000,0.000,0.975,0.818,0.992,0.987
MAG-GUT74329,0.000,0.000,0.000,0.920,0.786,0.848,0.902
MAG-GUT74335,0.000,0.000,0.000,0.980,0.988,0.973,0.960
MAG-GUT74347,0.000,0.000,0.000,0.982,0.848,0.989,0.984
MAG-GUT74380,0.000,0.000,0.667,0.884,0.758,0.846,0.900
MAG-GUT74415,0.000,1.000,0.200,0.864,0.125,0.914,0.972
MAG-GUT74428,0.000,0.000,1.000,0.997,0.998,0.993,0.994
MAG-GUT74507,0.000,0.000,1.000,0.999,0.996,0.994,0.994
MAG-GUT74526,0.000,1.000,0.500,0.878,0.200,0.925,0.974
MAG-GUT74537,0.000,0.000,0.000,0.948,0.887,0.902,0.885
MAG-GUT74541,0.000,0.000,0.000,0.228,0.000,0.282,0.817
MAG-GUT74585,0.000,0.500,0.000,0.997,0.998,0.993,0.990
MAG-GUT74622,0.000,1.000,1.000,0.997,0.995,0.996,0.989
MAG-GUT74662,0.000,1.000,0.958,0.991,0.976,0.991,0.994
MAG-GUT74669,0.000,0.000,1.000,0.629,0.375,0.838,0.917
MAG-GUT74675,0.000,1.000,1.000,0.999,1.000,0.999,0.995
MAG-GUT74686,0.000,1.000,0.987,0.982,0.970,0.982,0.974
MAG-GUT74695,0.000,0.000,0.000,0.999,1.000,0.999,0.998
MAG-GUT74889,0.000,1.000,1.000,0.965,0.857,0.970,0.981
MAG-GUT74895,0.000,0.000,1.000,0.926,0.729,0.954,0.972
MAG-GUT74916,0.000,0.000,1.000,0.995,1.000,0.998,0.999
MAG-GUT74962,0.000,0.000,0.000,0.944,1.000,0.997,0.994
MAG-GUT74997,0.000,0.000,0.000,0.300,0.000,0.828,0.964
MAG-GUT75018,0.000,0.000,0.000,0.999,0.993,0.996,0.996
MAG-GUT75060,0.000,0.000,0.000,0.399,0.130,0.725,0.865
MAG-GUT75063,0.000,0.000,0.000,0.997,0.996,0.995,0.995
MAG-GUT75133,0.000,0.000,1.000,0.999,0.996,0.995,0.995
MAG-GUT75402,0.000,0.000,0.667,0.908,0.821,0.836,0.902
MAG-GUT7540,0.000,0.000,0.000,0.205,0.182,0.467,0.897
MAG-GUT75430,0.000,0.000,0.000,0.913,0.788,0.841,0.898
MAG-GUT7546,0.000,1.000,0.818,0.993,0.990,0.994,0.995
MAG-GUT75471,0.000,0.000,0.000,0.600,0.000,0.747,0.821
MAG-GUT75478,0.000,0.000,0.000,0.995,0.991,0.995,0.989
MAG-GUT75522,0.000,0.000,0.000,0.912,0.815,0.854,0.904
MAG-GUT75577,0.000,0.000,0.000,0.884,1.000,0.905,0.902
MAG-GUT7559,0.000,0.000,1.000,0.756,0.286,0.943,0.976
MAG-GUT75631,0.000,0.000,0.000,0.844,0.125,0.962,0.984
MAG-GUT7565,0.000,0.000,0.667,0.313,0.340,0.514,0.907
MAG-GUT75677,0.000,0.000,0.000,0.765,0.500,0.884,0.907
MAG-GUT7570,0.000,0.000,0.000,0.338,0.412,0.527,0.888
MAG-GUT75788,0.000,1.000,1.000,0.999,0.999,0.997,0.997
MAG-GUT75820,0.000,1.000,1.000,0.999,0.999,0.998,0.997
MAG-GUT75834,0.000,1.000,1.000,0.997,1.000,0.998,0.996
MAG-GUT75928,0.000,0.000,1.000,0.998,0.996,0.996,0.995
MAG-GUT7598,0.000,0.000,0.000,0.962,0.857,0.971,0.979
MAG-GUT76034,0.000,0.000,0.000,0.999,0.989,0.997,0.985
MAG-GUT76112,0.000,0.000,0.500,0.214,0.000,0.482,0.907
MAG-GUT761,0.000,0.000,0.000,0.965,0.889,0.966,0.987
MAG-GUT76200,0.000,0.000,0.000,0.963,0.917,0.930,0.911
MAG-GUT76377,0.000,0.000,0.933,0.946,0.851,0.976,0.980
MAG-GUT76426,0.000,0.000,0.000,0.979,0.923,0.976,0.982
MAG-GUT76486,0.000,0.000,0.864,1.000,1.000,0.999,0.997
MAG-GUT76518,0.000,0.000,1.000,0.999,0.997,0.999,0.996
MAG-GUT76530,0.000,0.000,1.000,1.000,1.000,0.999,0.995
MAG-GUT7654,0.000,0.000,0.750,0.997,0.987,0.996,0.987
MAG-GUT76573,0.000,0.000,0.286,0.124,0.000,0.457,0.893
MAG-GUT76584,0.000,0.000,0.000,0.789,1.000,0.957,0.971
MAG-GUT76659,0.000,1.000,1.000,0.992,0.978,0.987,0.979
MAG-GUT7675,0.000,0.000,0.400,0.201,0.105,0.498,0.909
MAG-GUT76906,0.000,0.000,0.000,0.997,0.998,0.997,0.993
MAG-GUT76950,0.000,0.000,0.500,0.202,0.048,0.479,0.892
MAG-GUT76981,0.000,0.000,0.000,0.998,0.993,0.998,0.994
MAG-GUT76988,0.000,0.000,0.000,0.997,0.987,0.997,0.993
MAG-GUT76995,0.000,0.000,0.000,0.998,0.993,0.997,0.992
MAG-GUT77004,0.000,0.000,0.000,0.998,1.000,0.997,0.993
MAG-GUT7701,0.000,1.000,1.000,0.860,0.158,0.932,0.971
MAG-GUT77026,0.000,0.000,0.375,0.243,0.034,0.503,0.903
MAG-GUT7719,0.000,0.000,0.833,0.230,0.262,0.476,0.902
MAG-GUT7728,0.000,0.000,0.000,0.993,0.981,0.985,0.982
MAG-GUT7733,0.000,0.000,0.000,0.957,1.000,0.974,0.980
MAG-GUT77348,0.000,1.000,0.500,0.996,0.991,0.993,0.988
MAG-GUT77357,0.000,1.000,0.667,0.997,0.992,0.998,0.995
MAG-GUT77371,0.000,1.000,0.333,0.999,0.982,0.997,0.993
MAG-GUT77386,0.000,0.000,0.000,0.770,0.468,0.845,0.868
MAG-GUT77389,0.000,1.000,1.000,0.998,0.987,0.997,0.993
MAG-GUT77408,0.000,0.000,0.000,0.263,0.000,0.827,0.965
MAG-GUT7746,0.000,1.000,1.000,0.988,0.982,0.983,0.976
MAG-GUT77471,0.000,0.000,1.000,0.997,0.999,0.998,0.995
MAG-GUT7749,0.000,0.000,1.000,0.754,0.250,0.954,0.973
MAG-GUT77514,0.000,0.875,0.963,0.997,0.997,0.997,0.996
MAG-GUT7751,0.000,0.000,0.000,0.889,0.734,0.878,0.888
MAG-GUT77526,0.000,0.889,0.988,0.996,0.998,0.998,0.997
MAG-GUT77563,0.000,0.000,0.000,0.730,0.000,0.856,0.915
MAG-GUT77576,0.000,0.000,1.000,0.998,1.000,0.999,0.996
MAG-GUT77590,0.000,1.000,1.000,0.969,0.864,0.976,0.980
MAG-GUT77597,0.000,1.000,1.000,0.999,1.000,0.999,0.996
MAG-GUT77615,0.000,1.000,1.000,0.959,0.821,0.974,0.979
MAG-GUT77633,0.000,0.000,1.000,0.999,1.000,0.998,0.996
MAG-GUT7772,0.000,0.000,0.000,0.971,0.714,0.974,0.963
MAG-GUT7779,0.000,0.000,0.000,0.979,0.953,0.971,0.961
MAG-GUT77839,0.000,0.000,0.000,0.977,0.987,0.972,0.964
MAG-GUT77900,0.000,0.000,1.000,0.927,0.769,0.950,0.972
MAG-GUT77913,0.000,0.000,0.000,0.956,0.792,0.919,0.898
MAG-GUT77956,0.000,1.000,1.000,0.922,0.724,0.962,0.973
MAG-GUT77982,0.000,0.993,0.925,0.981,0.959,0.980,0.969
MAG-GUT77996,0.000,1.000,1.000,0.996,0.993,0.993,0.982
MAG-GUT78002,0.000,0.000,0.000,0.816,0.904,0.923,0.938
MAG-GUT7808,0.000,0.000,1.000,0.982,0.868,0.944,0.929
MAG-GUT78207,0.000,1.000,0.952,0.993,0.993,0.996,0.994
MAG-GUT78247,0.000,0.000,0.500,0.918,0.981,0.970,0.983
MAG-GUT78278,0.000,0.000,0.833,0.995,1.000,0.995,0.995
MAG-GUT78280,0.000,0.000,0.000,0.911,0.977,0.966,0.979
MAG-GUT78295,0.000,0.000,0.963,0.970,0.903,0.978,0.980
MAG-GUT78307,0.000,0.000,0.000,0.904,0.957,0.965,0.980
MAG-GUT78358,0.000,0.000,1.000,0.982,1.000,0.989,0.996
MAG-GUT78371,0.000,1.000,1.000,1.000,1.000,0.998,0.996
MAG-GUT78377,0.000,0.000,1.000,0.918,0.972,0.968,0.981
MAG-GUT78403,0.000,1.000,0.994,0.991,0.976,0.990,0.980
MAG-GUT78410,0.000,1.000,1.000,0.962,0.910,0.976,0.980
MAG-GUT78413,0.000,1.000,1.000,0.980,0.250,0.991,0.995
MAG-GUT7849,0.000,0.000,0.000,0.245,0.000,0.555,0.919
MAG-GUT7852,0.000,0.000,1.000,0.985,0.970,0.979,0.966
MAG-GUT78564,0.000,0.960,0.950,0.973,0.961,0.973,0.950
MAG-GUT78566,0.000,1.000,0.333,0.923,0.000,0.916,0.974
MAG-GUT78571,0.000,1.000,0.667,0.988,0.987,0.982,0.988
MAG-GUT78579,0.000,1.000,1.000,0.995,0.997,0.996,0.990
MAG-GUT78632,0.000,0.000,1.000,0.990,0.989,0.992,0.982
MAG-GUT78681,0.000,0.000,0.000,0.966,0.806,0.918,0.898
MAG-GUT78688,0.000,0.000,0.714,0.196,0.091,0.454,0.876
MAG-GUT78853,0.000,0.000,0.000,0.975,0.857,0.915,0.893
MAG-GUT78879,0.000,0.988,0.927,0.979,0.966,0.982,0.971
MAG-GUT78908,0.000,1.000,0.963,0.978,0.928,0.983,0.977
MAG-GUT78910,0.000,0.000,1.000,1.000,1.000,0.999,0.999
MAG-GUT78914,0.000,1.000,0.500,0.970,0.865,0.925,0.902
MAG-GUT78923,0.000,1.000,0.995,1.000,1.000,1.000,0.999
MAG-GUT78940,0.000,0.000,1.000,1.000,1.000,0.999,0.996
MAG-GUT78958,0.000,1.000,1.000,0.996,1.000,0.991,0.978
MAG-GUT78976,0.000,1.000,0.993,0.995,0.996,0.990,0.980
MAG-GUT79005,0.000,0.000,1.000,0.998,1.000,0.999,0.997
MAG-GUT79013,0.000,1.000,0.994,0.997,1.000,0.994,0.983
MAG-GUT79048,0.000,1.000,0.000,0.832,0.901,0.925,0.932
MAG-GUT79053,0.000,0.000,1.000,0.987,0.995,0.992,0.990
MAG-GUT79096,0.000,1.000,1.000,0.993,0.990,0.992,0.980
MAG-GUT79180,0.000,0.000,0.000,0.550,0.160,0.825,0.894
MAG-GUT79219,0.000,0.000,0.000,0.849,0.778,0.803,0.766
MAG-GUT79248,0.000,0.000,1.000,0.974,0.933,0.954,0.932
MAG-GUT79275,0.000,0.000,0.000,0.975,0.953,0.958,0.937
MAG-GUT79289,0.000,0.000,0.000,0.976,0.949,0.962,0.948
MAG-GUT79304,0.000,0.000,1.000,0.974,0.905,0.951,0.942
MAG-GUT79312,0.000,0.000,0.000,0.978,0.948,0.953,0.946
MAG-GUT79322,0.000,0.000,0.000,0.973,0.930,0.959,0.938
MAG-GUT79350,0.000,0.000,1.000,0.926,0.793,0.882,0.944
MAG-GUT79351,0.000,0.000,0.000,0.979,0.935,0.958,0.942
MAG-GUT7944,0.000,1.000,0.989,1.000,0.992,0.998,0.993
MAG-GUT79485,0.000,0.000,0.600,0.192,0.038,0.470,0.870
MAG-GUT7957,0.000,0.000,0.000,0.971,0.000,0.961,0.910
MAG-GUT79662,0.000,0.000,0.000,0.904,0.964,0.978,0.856
MAG-GUT79767,0.000,0.000,1.000,0.971,0.920,0.941,0.925
MAG-GUT7981,0.000,0.000,0.000,0.909,1.000,0.981,0.990
MAG-GUT7988,0.000,0.000,0.000,0.985,0.977,0.978,0.977
MAG-GUT79996,0.000,0.000,0.750,0.992,1.000,1.000,0.971
MAG-GUT80007,0.000,0.000,0.250,0.995,0.667,0.987,0.980
MAG-GUT80031,0.000,0.000,0.000,0.790,0.800,0.884,0.911
MAG-GUT80052,0.000,1.000,0.500,0.988,1.000,0.988,0.980
MAG-GUT80232,1.000,0.998,0.999,0.999,0.999,0.999,0.997
MAG-GUT80318,0.000,0.000,0.000,0.241,0.000,0.805,0.963
MAG-GUT80330,0.000,0.000,0.000,0.929,0.810,0.928,0.976
MAG-GUT80383,0.000,1.000,1.000,0.991,0.333,0.989,0.981
MAG-GUT80384,0.000,0.000,0.000,1.000,0.500,0.996,0.998
MAG-GUT80385,0.000,0.000,0.500,0.925,0.657,0.877,0.947
MAG-GUT80437,0.000,0.000,1.000,0.995,1.000,0.997,0.996
MAG-GUT80449,0.000,0.000,0.000,0.698,0.000,0.830,0.901
MAG-GUT80453,0.000,0.000,0.000,0.927,0.935,0.880,0.944
MAG-GUT80561,0.000,0.000,1.000,0.977,0.571,0.976,0.972
MAG-GUT80567,0.000,0.000,0.000,1.000,1.000,0.996,0.981
MAG-GUT80568,0.000,0.000,0.000,0.995,0.955,0.996,0.991
MAG-GUT8056,0.000,1.000,0.987,0.998,0.992,0.996,0.990
MAG-GUT80585,0.000,0.000,0.667,0.225,0.129,0.462,0.894
MAG-GUT80685,0.000,0.000,0.000,0.991,1.000,0.974,0.983
MAG-GUT80705,0.000,0.000,0.000,0.948,1.000,0.973,0.924
MAG-GUT80718,0.000,0.000,0.500,0.943,0.758,0.887,0.952
MAG-GUT80720,0.000,1.000,1.000,0.996,0.951,0.994,0.994
MAG-GUT80758,0.000,0.000,1.000,0.994,0.994,0.986,0.977
MAG-GUT80771,0.000,1.000,1.000,0.920,0.844,0.873,0.941
MAG-GUT80792,0.000,0.000,0.000,0.152,0.000,0.774,0.957
MAG-GUT80804,0.000,0.000,0.000,1.000,0.000,0.999,0.997
MAG-GUT8080,0.000,1.000,1.000,0.998,0.994,0.998,0.996
MAG-GUT80816,0.000,0.000,1.000,0.925,0.914,0.876,0.946
MAG-GUT80819,0.000,0.000,0.000,0.208,0.000,0.776,0.917
MAG-GUT80839,0.000,0.000,0.000,0.998,0.000,0.995,0.991
MAG-GUT8083,0.000,1.000,1.000,0.999,1.000,1.000,0.999
MAG-GUT80925,0.000,0.000,0.500,0.969,0.250,0.978,0.959
MAG-GUT81000,0.000,0.000,0.000,0.810,0.000,0.951,0.915
MAG-GUT81029,0.000,1.000,0.667,0.248,0.074,0.405,0.857
MAG-GUT81065,0.000,0.000,0.000,0.904,0.400,0.947,0.912
MAG-GUT81123,0.000,0.000,0.000,0.931,0.783,0.922,0.978
MAG-GUT81145,0.000,1.000,0.429,0.234,0.016,0.417,0.856
MAG-GUT81146,0.000,0.000,0.000,0.827,0.333,0.959,0.976
MAG-GUT81204,0.000,0.000,0.000,1.000,1.000,0.999,0.997
MAG-GUT81205,0.000,1.000,1.000,1.000,1.000,0.999,0.996
MAG-GUT81226,0.000,1.000,1.000,1.000,1.000,0.999,0.997
MAG-GUT8128,0.000,0.000,0.500,0.838,0.930,0.928,0.947
MAG-GUT81308,0.000,1.000,1.000,0.997,0.996,0.999,0.996
MAG-GUT81392,0.000,0.000,0.000,0.932,0.500,0.983,0.981
MAG-GUT81409,0.000,0.000,0.000,0.924,0.773,0.902,0.979
MAG-GUT81432,0.000,1.000,0.750,0.170,0.009,0.384,0.859
MAG-GUT81434,0.000,0.000,0.000,0.883,0.500,0.961,0.974
MAG-GUT8151,0.000,1.000,1.000,0.999,1.000,1.000,0.999
MAG-GUT81523,0.000,1.000,0.667,0.240,0.010,0.406,0.862
MAG-GUT81560,0.000,0.000,0.500,0.984,0.000,0.983,0.978
MAG-GUT81578,0.000,0.000,0.000,0.997,0.667,0.998,0.991
MAG-GUT81646,0.000,0.000,0.000,0.922,0.680,0.935,0.981
MAG-GUT8165,0.000,0.000,1.000,0.983,0.960,0.970,0.965
MAG-GUT81671,0.000,0.000,0.750,0.968,0.933,0.988,0.998
MAG-GUT81679,0.000,0.000,0.000,0.931,0.939,0.882,0.944
MAG-GUT81692,0.000,0.000,0.000,0.857,0.333,0.934,0.914
MAG-GUT81714,0.000,0.000,0.000,0.866,0.727,0.949,0.969
MAG-GUT81784,0.000,0.000,0.000,0.979,0.250,0.970,0.958
MAG-GUT81831,0.000,1.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT81880,0.000,1.000,0.571,0.977,1.000,0.974,0.978
MAG-GUT81885,0.000,0.000,0.800,0.257,0.000,0.486,0.909
MAG-GUT81918,0.000,0.000,0.000,0.990,0.984,0.994,0.882
MAG-GUT81926,0.000,0.000,0.500,0.919,0.771,0.867,0.940
MAG-GUT81936,0.000,0.000,0.000,0.951,0.727,0.931,0.980
MAG-GUT81946,0.000,0.000,0.000,0.931,0.833,0.872,0.940
MAG-GUT81959,0.000,0.000,0.000,0.963,0.667,0.990,0.984
MAG-GUT81987,0.000,0.000,0.667,0.918,0.794,0.882,0.940
MAG-GUT81,0.000,0.000,0.000,0.180,0.243,0.464,0.871
MAG-GUT82008,0.000,0.000,0.000,0.812,0.000,0.820,0.952
MAG-GUT82014,0.000,0.000,0.667,0.977,0.885,0.943,0.921
MAG-GUT82016,0.000,0.000,0.000,0.982,1.000,0.993,0.888
MAG-GUT82039,0.000,1.000,0.333,0.923,0.862,0.867,0.945
MAG-GUT82089,0.000,0.000,0.000,0.888,0.950,0.903,0.980
MAG-GUT82091,0.000,0.000,1.000,0.875,0.500,0.983,0.985
MAG-GUT82105,0.000,0.000,0.600,0.949,0.710,0.881,0.940
MAG-GUT82115,0.000,0.000,0.000,0.992,0.000,0.996,0.994
MAG-GUT82160,0.000,0.000,0.500,0.929,0.794,0.880,0.941
MAG-GUT82165,0.000,0.000,0.000,0.265,0.077,0.795,0.965
MAG-GUT82176,0.000,1.000,1.000,0.986,0.895,0.993,0.995
MAG-GUT82177,0.000,0.000,0.000,0.965,0.895,0.965,0.987
MAG-GUT82203,0.000,1.000,0.800,0.993,0.941,1.000,0.996
MAG-GUT82239,0.000,0.000,0.000,0.962,0.924,0.945,0.923
MAG-GUT82264,0.000,0.000,0.556,0.226,0.000,0.490,0.910
MAG-GUT82295,0.000,0.000,1.000,0.995,0.000,0.987,0.984
MAG-GUT822,0.000,0.000,0.000,0.893,0.935,0.966,0.862
MAG-GUT82314,0.000,0.000,0.000,0.962,0.857,0.958,0.980
MAG-GUT82436,0.000,0.000,0.500,0.930,0.868,0.880,0.941
MAG-GUT82468,0.000,0.000,0.000,0.951,0.828,0.882,0.943
MAG-GUT82472,0.000,0.000,0.000,0.953,0.875,0.958,0.985
MAG-GUT82505,0.000,0.000,0.000,0.914,0.765,0.927,0.982
MAG-GUT82509,0.000,0.000,1.000,0.928,0.840,0.888,0.948
MAG-GUT82545,0.000,0.000,1.000,0.994,0.667,0.986,0.980
MAG-GUT82562,0.000,0.000,0.250,0.932,0.900,0.889,0.944
MAG-GUT82571,0.000,0.000,0.000,0.862,0.450,0.906,0.972
MAG-GUT82635,0.000,0.000,0.000,0.947,0.806,0.886,0.938
MAG-GUT82654,0.000,0.000,0.333,0.923,0.857,0.888,0.946
MAG-GUT8267,0.000,0.000,1.000,1.000,1.000,1.000,1.000
MAG-GUT82703,0.000,0.000,0.500,0.938,0.838,0.881,0.945
MAG-GUT82738,0.000,0.000,1.000,0.935,0.732,0.882,0.938
MAG-GUT82744,0.000,0.000,0.000,0.944,0.784,0.877,0.939
MAG-GUT82789,0.000,1.000,0.286,1.000,0.999,1.000,0.998
MAG-GUT82810,0.000,0.000,0.000,0.169,0.194,0.483,0.893
MAG-GUT8281,0.000,0.000,0.964,0.983,0.889,0.982,0.987
MAG-GUT82831,0.000,0.000,0.500,0.211,0.000,0.476,0.902
MAG-GUT82836,0.000,0.000,0.000,0.923,1.000,0.990,0.992
MAG-GUT8287,0.000,1.000,1.000,0.999,1.000,0.997,0.992
MAG-GUT8292,0.000,0.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT82944,0.000,0.000,0.333,0.195,0.069,0.459,0.874
MAG-GUT82976,0.000,0.000,1.000,0.223,0.024,0.471,0.896
MAG-GUT82998,0.000,0.000,0.000,0.943,0.824,0.928,0.982
MAG-GUT83028,0.000,1.000,1.000,0.997,0.995,0.992,0.982
MAG-GUT83117,0.000,0.000,0.333,0.971,0.909,0.942,0.913
MAG-GUT83184,0.000,1.000,0.000,0.500,0.500,0.464,0.765
MAG-GUT83190,0.000,0.000,0.600,0.214,0.000,0.493,0.889
MAG-GUT83203,0.000,0.000,0.000,0.818,0.957,0.970,0.991
MAG-GUT83205,0.000,0.000,0.667,0.205,0.139,0.467,0.894
MAG-GUT83214,0.000,0.000,0.000,0.950,0.500,0.995,0.995
MAG-GUT83242,0.000,0.000,0.667,0.222,0.042,0.494,0.904
MAG-GUT83363,0.000,0.000,0.286,0.199,0.000,0.493,0.911
MAG-GUT83377,0.000,0.000,0.500,0.194,0.000,0.478,0.912
MAG-GUT83390,0.000,0.000,0.000,0.684,0.462,0.888,0.944
MAG-GUT83414,0.000,0.000,1.000,0.193,0.032,0.508,0.907
MAG-GUT83493,0.000,0.000,0.375,0.213,0.079,0.484,0.887
MAG-GUT83497,0.000,0.000,0.000,0.862,0.000,0.976,0.947
MAG-GUT83501,0.000,0.000,0.000,0.990,0.966,0.975,0.975
MAG-GUT83503,0.000,0.000,0.000,0.882,0.426,0.873,0.895
MAG-GUT83507,0.000,0.000,0.000,0.990,1.000,0.981,0.977
MAG-GUT83542,0.000,0.000,0.000,0.952,1.000,0.908,0.964
MAG-GUT83561,0.000,0.000,0.000,0.951,0.818,0.921,0.928
MAG-GUT83564,0.000,0.000,0.000,0.931,0.774,0.923,0.926
MAG-GUT83592,0.000,0.000,0.000,0.687,0.014,0.843,0.897
MAG-GUT83636,0.000,1.000,0.500,0.990,0.973,0.991,0.984
MAG-GUT83640,0.000,1.000,0.286,0.997,1.000,0.993,0.986
MAG-GUT83643,0.000,0.000,0.000,0.400,0.000,0.849,0.971
MAG-GUT83657,0.000,0.000,0.000,0.994,0.857,0.996,0.996
MAG-GUT83666,0.000,1.000,0.500,0.994,0.980,0.988,0.982
MAG-GUT83683,0.000,1.000,0.500,0.999,1.000,0.998,0.994
MAG-GUT83759,0.000,0.000,0.500,0.207,0.029,0.464,0.898
MAG-GUT83780,0.000,1.000,0.994,0.998,1.000,0.996,0.989
MAG-GUT83835,0.000,0.000,0.000,1.000,1.000,1.000,0.994
MAG-GUT83851,0.000,0.000,0.000,0.977,0.700,0.992,0.993
MAG-GUT83863,0.000,0.000,1.000,0.970,0.920,0.957,0.962
MAG-GUT83864,0.000,0.000,0.000,0.990,0.400,0.997,0.993
MAG-GUT8388,0.000,0.000,0.000,0.979,0.000,0.980,0.984
MAG-GUT838,0.000,0.000,0.000,0.929,0.783,0.942,0.982
MAG-GUT83922,0.000,0.000,1.000,0.957,0.737,0.976,0.979
MAG-GUT83946,0.000,0.500,0.750,0.969,1.000,0.970,0.972
MAG-GUT8399,0.000,1.000,1.000,0.981,0.250,0.979,0.973
MAG-GUT84014,0.000,0.000,0.167,0.217,0.100,0.472,0.889
MAG-GUT84054,0.000,1.000,0.000,0.286,1.000,0.401,0.745
MAG-GUT84088,0.000,0.000,0.000,0.998,0.995,0.998,0.992
MAG-GUT840,0.000,0.000,0.000,1.000,0.999,1.000,1.000
MAG-GUT84116,0.000,0.000,1.000,0.989,1.000,0.993,0.994
MAG-GUT84132,0.000,0.000,0.000,0.998,1.000,0.999,0.998
MAG-GUT84166,0.000,0.000,0.000,0.913,0.619,0.938,0.982
MAG-GUT84184,0.000,0.000,0.000,0.923,0.500,0.993,0.990
MAG-GUT8428,0.000,0.000,0.000,0.980,0.932,0.977,0.968
MAG-GUT84304,0.000,0.000,0.000,0.912,0.529,0.948,0.981
MAG-GUT84361,0.000,0.667,0.500,0.982,0.963,0.968,0.968
MAG-GUT84374,0.000,1.000,0.500,0.997,1.000,0.994,0.989
MAG-GUT84395,0.000,0.000,0.500,0.222,0.091,0.473,0.904
MAG-GUT84479,0.000,0.000,0.000,0.997,1.000,0.998,0.996
MAG-GUT84500,0.000,0.000,0.000,0.995,1.000,0.995,0.992
MAG-GUT84532,0.000,0.000,0.000,0.954,0.959,0.928,0.915
MAG-GUT84535,0.000,0.000,0.667,0.204,0.000,0.456,0.892
MAG-GUT84548,0.000,0.000,1.000,0.879,0.500,0.968,0.975
MAG-GUT84562,0.000,0.000,0.000,0.135,0.462,0.417,0.942
MAG-GUT8457,0.000,1.000,0.993,0.997,0.995,0.997,0.991
MAG-GUT84598,0.000,0.000,0.000,0.961,1.000,0.884,0.947
MAG-GUT84613,0.000,0.000,0.000,0.953,0.897,0.897,0.945
MAG-GUT84648,0.000,0.000,1.000,0.222,0.000,0.498,0.900
MAG-GUT84692,0.000,0.000,0.000,0.831,1.000,0.965,0.938
MAG-GUT84696,0.000,0.987,0.967,0.999,0.999,0.999,0.999
MAG-GUT84701,0.000,0.000,0.000,0.702,0.500,0.898,0.944
MAG-GUT84710,0.000,0.000,0.571,0.197,0.036,0.482,0.903
MAG-GUT84771,0.000,0.000,0.500,0.971,0.900,0.945,0.920
MAG-GUT84793,0.000,0.000,0.000,0.755,0.850,0.770,0.753
MAG-GUT84803,0.000,0.000,0.000,0.722,0.000,0.901,0.887
MAG-GUT84856,0.000,0.000,0.000,0.965,0.955,0.983,0.971
MAG-GUT84859,0.000,0.000,0.000,0.680,0.000,0.827,0.905
MAG-GUT84909,0.000,0.000,0.000,0.904,0.143,0.896,0.928
MAG-GUT84961,0.000,0.000,0.000,0.870,1.000,0.972,0.945
MAG-GUT85016,0.000,1.000,0.000,0.672,0.963,0.444,0.749
MAG-GUT85046,0.000,1.000,0.000,0.556,0.800,0.487,0.747
MAG-GUT85059,0.000,1.000,0.000,0.517,0.500,0.434,0.754
