"Supplementary Table S1. Metadata of the 2,505 genomes used as reference to train the species classification model",,,,,,,,,,,,,
Genome,Source,Species label,Assignment level1,Phylum,Class,Order,Family,Genus,Species2, Genome size (bp) ,# Contigs, N50 (bp) ,GC (%)
UMGS403,UMGS,1876,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,265,948 ",45," 99,498 ",45.84
UMGS404,UMGS,1877,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,113,856 ",66," 72,941 ",38.51
UMGS406,UMGS,1878,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 2,918,213 ",76," 76,558 ",44.04
UMGS407,UMGS,1879,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,-," 4,561,061 ",114," 68,201 ",41.41
UMGS408,UMGS,1880,Genus,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,-," 2,584,944 ",51," 80,458 ",41.02
UMGS409,UMGS,1881,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,264,361 ",29," 120,357 ",56.22
UMGS40,UMGS,1882,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,575,064 ",48," 141,787 ",39.80
UMGS410,UMGS,1883,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Xylanibacter,-," 2,448,974 ",105," 34,713 ",39.63
UMGS411,UMGS,1884,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,-," 1,798,867 ",27," 118,696 ",42.53
UMGS412,UMGS,1885,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 2,634,993 ",66," 65,227 ",44.18
UMGS413,UMGS,1886,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,937,871 ",24," 168,094 ",46.42
UMGS414,UMGS,1887,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,125,129 ",50," 69,217 ",59.59
UMGS415,UMGS,1888,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,-," 2,131,339 ",60," 57,421 ",30.13
UMGS416,UMGS,1889,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,901,170 ",67," 69,508 ",60.27
UMGS417,UMGS,1890,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,806,336 ",18," 156,060 ",44.99
UMGS418,UMGS,1891,Genus,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,-," 1,387,302 ",50," 40,467 ",38.61
UMGS419,UMGS,1892,Genus,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,-," 2,153,198 ",33," 96,561 ",41.96
UMGS41,UMGS,1893,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,-," 2,703,061 ",53," 84,804 ",53.83
UMGS420,UMGS,1894,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,743,047 ",50," 73,344 ",44.92
UMGS421,UMGS,1895,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,323,798 ",101," 52,192 ",47.94
UMGS422,UMGS,1896,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 2,855,929 ",74," 52,735 ",47.73
UMGS423,UMGS,1897,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,617,665 ",45," 118,526 ",53.89
UMGS424,UMGS,1898,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,188,309 ",70," 62,172 ",59.09
UMGS425,UMGS,1899,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,197,901 ",38," 87,895 ",59.67
UMGS426,UMGS,1900,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 1,861,362 ",173," 14,735 ",58.01
UMGS427,UMGS,1901,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,197,052 ",58," 71,143 ",59.96
UMGS428,UMGS,1902,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,086,362 ",56," 60,187 ",60.07
UMGS429,UMGS,1903,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,220,706 ",101," 34,800 ",60.07
UMGS42,UMGS,1904,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,-," 3,004,049 ",39," 121,234 ",36.97
UMGS430,UMGS,1905,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,143,279 ",38," 97,558 ",59.94
UMGS431,UMGS,1906,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,842,522 ",56," 49,396 ",45.65
UMGS432,UMGS,1907,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,369,530 ",133," 26,556 ",50.08
UMGS433,UMGS,1908,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,-," 2,153,957 ",200," 14,847 ",52.24
UMGS434,UMGS,1909,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,270,996 ",202," 15,722 ",51.87
UMGS437,UMGS,1910,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,-," 1,366,678 ",80," 28,114 ",26.58
UMGS438,UMGS,1911,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,861,629 ",46," 133,055 ",44.33
UMGS439,UMGS,1912,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 2,686,728 ",94," 43,426 ",44.35
UMGS43,UMGS,1913,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,-," 2,415,556 ",28," 124,981 ",41.77
UMGS440,UMGS,1914,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 3,548,444 ",92," 64,651 ",52.65
UMGS441,UMGS,1915,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,960,459 ",123," 22,959 ",60.01
UMGS442,UMGS,1916,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,053,989 ",87," 36,051 ",60.08
UMGS443,UMGS,1917,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,156,276 ",62," 58,109 ",60.06
UMGS445,UMGS,1918,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,059,665 ",48," 55,726 ",60.43
UMGS446,UMGS,1919,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,198,622 ",76," 47,649 ",59.87
UMGS447,UMGS,1920,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,107,327 ",73," 32,358 ",59.84
UMGS448,UMGS,1921,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,117,444 ",66," 49,127 ",59.85
UMGS449,UMGS,1922,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,100,583 ",112," 28,808 ",59.70
UMGS44,UMGS,1923,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Peptoniphilus,-," 1,673,948 ",10," 495,313 ",34.26
UMGS450,UMGS,1924,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,086,689 ",143," 22,271 ",59.80
UMGS451,UMGS,1925,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,443,731 ",37," 112,520 ",48.30
UMGS452,UMGS,1926,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,830,311 ",25," 111,522 ",39.42
UMGS453,UMGS,1927,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,808,621 ",76," 35,361 ",50.03
UMGS454,UMGS,1928,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,947,109 ",134," 24,017 ",38.59
UMGS455,UMGS,1929,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,510,574 ",13," 135,235 ",40.94
UMGS456,UMGS,1930,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,080,512 ",33," 97,529 ",41.14
UMGS457,UMGS,1931,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,-," 2,117,402 ",65," 61,382 ",56.58
UMGS458,UMGS,1932,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,749,361 ",181," 12,105 ",43.10
UMGS459,UMGS,1933,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,294,663 ",130," 30,194 ",60.37
UMGS45,UMGS,1934,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Peptoniphilus,-," 1,644,489 ",42," 61,245 ",31.37
UMGS460,UMGS,1935,Family,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,NA,-," 1,342,508 ",20," 120,225 ",49.43
UMGS461,UMGS,1936,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,834,398 ",48," 61,686 ",44.96
UMGS462,UMGS,1937,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,685,985 ",35," 152,885 ",57.14
UMGS463,UMGS,1938,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,-," 2,842,569 ",92," 47,155 ",58.49
UMGS464,UMGS,1939,Phylum,Bacteroidetes,NA,NA,NA,NA,-," 2,129,114 ",67," 48,997 ",44.40
UMGS465,UMGS,1940,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,166,724 ",75," 42,932 ",61.97
UMGS466,UMGS,1941,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,964,281 ",83," 36,568 ",60.24
UMGS467,UMGS,1942,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,062,654 ",93," 32,539 ",59.88
UMGS468,UMGS,1943,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,668,041 ",18," 136,042 ",52.94
UMGS469,UMGS,1944,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,547,311 ",56," 83,019 ",51.08
UMGS46,UMGS,1945,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,821,710 ",45," 54,010 ",50.68
UMGS470,UMGS,1946,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,-," 2,260,568 ",68," 66,752 ",43.48
UMGS471,UMGS,1947,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,343,175 ",77," 48,979 ",61.62
UMGS472,UMGS,1948,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,-," 3,182,593 ",53," 111,187 ",41.18
UMGS473,UMGS,1949,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,295,861 ",92," 36,376 ",47.64
UMGS474,UMGS,1950,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,143,386 ",182," 15,456 ",60.59
UMGS475,UMGS,1951,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,-," 1,540,789 ",15," 218,858 ",48.69
UMGS476,UMGS,1952,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,406,536 ",71," 85,316 ",46.22
UMGS477,UMGS,1953,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,160,614 ",51," 65,599 ",54.29
UMGS478,UMGS,1954,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 2,210,835 ",149," 24,539 ",31.49
UMGS479,UMGS,1955,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,-," 2,764,061 ",74," 72,435 ",63.48
UMGS47,UMGS,1956,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,-," 4,617,823 ",62," 124,306 ",56.15
UMGS480,UMGS,1957,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,529,996 ",57," 65,017 ",53.73
UMGS481,UMGS,1958,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,057,371 ",93," 33,920 ",59.87
UMGS482,UMGS,1959,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,150,803 ",88," 18,082 ",40.98
UMGS483,UMGS,1960,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,480,560 ",38," 56,097 ",34.05
UMGS484,UMGS,1961,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,249,724 ",55," 32,127 ",27.08
UMGS485,UMGS,1962,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,105,610 ",51," 57,334 ",59.84
UMGS486,UMGS,1963,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,815,229 ",24," 125,373 ",53.72
UMGS487,UMGS,1964,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,209,527 ",59," 51,903 ",60.09
UMGS488,UMGS,1965,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,-," 2,566,674 ",72," 55,448 ",41.28
UMGS489,UMGS,1966,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 3,511,162 ",44," 127,657 ",48.48
UMGS48,UMGS,1967,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,507,716 ",11," 1,286,896 ",44.87
UMGS490,UMGS,1968,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,958,870 ",95," 40,989 ",49.59
UMGS491,UMGS,1969,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,114,641 ",142," 22,255 ",44.51
UMGS492,UMGS,1970,Genus,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-," 1,808,392 ",126," 19,596 ",57.16
UMGS493,UMGS,1971,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,214,400 ",84," 67,748 ",44.68
UMGS494,UMGS,1972,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,219,437 ",53," 66,532 ",53.15
UMGS495,UMGS,1973,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Pelosinus,-," 3,559,920 ",103," 62,424 ",54.58
UMGS496,UMGS,1974,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,671,415 ",40," 106,092 ",44.01
UMGS498,UMGS,1975,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,093,657 ",28," 161,953 ",59.83
UMGS499,UMGS,1976,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,360,853 ",209," 14,456 ",43.77
UMGS49,UMGS,1977,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,471,100 ",24," 159,021 ",45.62
UMGS4,UMGS,1978,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,-," 2,455,820 ",30," 149,593 ",41.53
UMGS500,UMGS,1979,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,576,219 ",34," 70,025 ",52.55
UMGS501,UMGS,1980,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,435,143 ",33," 92,535 ",47.96
UMGS502,UMGS,1981,Class,Spirochaetes,Spirochaetia,NA,NA,NA,-," 1,559,086 ",125," 19,433 ",54.12
UMGS503,UMGS,1982,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 2,107,907 ",157," 22,784 ",34.20
UMGS504,UMGS,1983,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,-," 2,558,178 ",71," 62,202 ",63.41
UMGS505,UMGS,1984,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,874,565 ",42," 71,851 ",49.07
UMGS506,UMGS,1985,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,056,516 ",83," 39,879 ",60.07
UMGS508,UMGS,1986,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,644,710 ",69," 38,428 ",41.46
UMGS509,UMGS,1987,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,985,935 ",37," 75,647 ",49.99
UMGS50,UMGS,1988,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,851,928 ",22," 222,439 ",61.52
UMGS510,UMGS,1989,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,811,532 ",224," 10,947 ",60.35
UMGS511,UMGS,1990,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,207,911 ",31," 117,358 ",59.96
UMGS512,UMGS,1991,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,225,766 ",110," 33,358 ",59.83
UMGS513,UMGS,1992,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,047,179 ",136," 27,741 ",60.50
UMGS514,UMGS,1993,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,095,099 ",98," 31,121 ",60.13
UMGS515,UMGS,1994,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,052,190 ",124," 24,777 ",60.10
UMGS516,UMGS,1995,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,060,633 ",62," 53,734 ",60.37
UMGS517,UMGS,1996,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,040,995 ",70," 44,026 ",60.06
UMGS518,UMGS,1997,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,082,654 ",109," 32,953 ",60.01
UMGS519,UMGS,1998,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,115,644 ",121," 23,925 ",60.01
UMGS51,UMGS,1999,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,998,764 ",54," 57,175 ",61.67
UMGS520,UMGS,2000,Genus,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-," 2,035,249 ",106," 34,862 ",53.27
UMGS522,UMGS,2001,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,588,121 ",116," 18,402 ",34.00
UMGS523,UMGS,2002,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 2,603,694 ",76," 56,299 ",41.45
UMGS524,UMGS,2003,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 2,304,658 ",72," 41,809 ",54.09
UMGS525,UMGS,2004,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,-," 1,794,265 ",77," 36,344 ",41.98
UMGS526,UMGS,2005,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,719,165 ",45," 65,454 ",42.64
UMGS528,UMGS,2006,Family,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,-," 3,330,658 ",314," 16,392 ",39.55
UMGS529,UMGS,2007,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,863,124 ",93," 42,751 ",49.23
UMGS52,UMGS,2008,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,078,971 ",53," 74,339 ",52.69
UMGS530,UMGS,2009,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,551,820 ",101," 43,151 ",61.09
UMGS531,UMGS,2010,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,314,164 ",28," 101,454 ",26.03
UMGS532,UMGS,2011,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,620,664 ",100," 27,444 ",26.06
UMGS533,UMGS,2012,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,549,259 ",200," 16,851 ",45.21
UMGS534,UMGS,2013,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,078,518 ",73," 47,816 ",51.99
UMGS535,UMGS,2014,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,741,736 ",105," 44,008 ",52.22
UMGS536,UMGS,2015,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,276,103 ",23," 219,509 ",42.61
UMGS537,UMGS,2016,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,919,665 ",20," 192,507 ",62.17
UMGS538,UMGS,2017,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,747,504 ",53," 52,324 ",43.92
UMGS539,UMGS,2018,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 2,294,801 ",226," 14,485 ",29.69
UMGS53,UMGS,2019,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,637,503 ",66," 57,251 ",28.77
UMGS540,UMGS,2020,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 2,002,429 ",55," 61,752 ",56.90
UMGS541,UMGS,2021,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,402,297 ",166," 21,803 ",43.88
UMGS542,UMGS,2022,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,806,683 ",457," 10,922 ",28.69
UMGS543,UMGS,2023,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,-," 2,160,977 ",99," 34,669 ",52.14
UMGS544,UMGS,2024,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 3,251,673 ",114," 49,858 ",61.28
UMGS545,UMGS,2025,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,138,948 ",127," 25,208 ",59.93
UMGS547,UMGS,2026,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,-," 2,007,181 ",46," 65,669 ",56.22
UMGS548,UMGS,2027,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 1,959,286 ",73," 40,399 ",28.47
UMGS549,UMGS,2028,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,748,938 ",147," 28,367 ",47.88
UMGS54,UMGS,2029,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,-," 4,513,078 ",68," 87,174 ",58.83
UMGS551,UMGS,2030,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,238,011 ",250," 11,607 ",50.10
UMGS552,UMGS,2031,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 2,690,754 ",64," 63,599 ",48.71
UMGS553,UMGS,2032,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,621,392 ",151," 27,922 ",53.38
UMGS555,UMGS,2033,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,264,744 ",78," 47,499 ",44.89
UMGS556,UMGS,2034,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,235,706 ",188," 17,188 ",53.38
UMGS558,UMGS,2035,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,186,188 ",138," 38,003 ",27.82
UMGS559,UMGS,2036,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,266,894 ",37," 117,474 ",60.86
UMGS55,UMGS,2037,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,527,682 ",173," 22,696 ",50.01
UMGS560,UMGS,2038,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA,-," 3,560,502 ",142," 39,254 ",42.97
UMGS561,UMGS,2039,Genus,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,-," 2,947,302 ",409," 9,073 ",50.31
UMGS562,UMGS,2040,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,698,990 ",231," 9,430 ",31.60
UMGS564,UMGS,2041,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,-," 2,730,908 ",58," 80,313 ",44.21
UMGS565,UMGS,2042,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,610,667 ",36," 61,521 ",66.13
UMGS566,UMGS,2043,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,-," 2,298,450 ",64," 51,146 ",41.67
UMGS567,UMGS,2044,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,-," 2,308,820 ",118," 29,821 ",59.11
UMGS568,UMGS,2045,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,163,347 ",39," 109,425 ",61.46
UMGS569,UMGS,2046,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,667,664 ",204," 19,289 ",50.10
UMGS56,UMGS,2047,Genus,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,-," 2,275,999 ",50," 77,492 ",59.80
UMGS570,UMGS,2048,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,-," 2,411,368 ",60," 51,180 ",44.98
UMGS571,UMGS,2049,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,-," 2,241,081 ",160," 21,285 ",52.27
UMGS572,UMGS,2050,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Sanguibacteroides,-," 3,390,426 ",50," 146,665 ",41.01
